9,"SELECT ALL ROW_NUMBER () OVER (ORDER BY s.ra ASC) as RowNumber, s.ra, s.dec, s.z, v_disp FROM galSpecInfo AS g JOIN SpecObj AS s ON s.specobjid = g.specobjid WHERE s.class = # AND s.zwarning = # AND s.ra BETWEEN # and #"
2019-01-24 18:40:00,1
2019-01-24 18:45:00,1
2019-01-24 19:20:00,1
2019-01-24 19:21:00,2
2019-01-24 19:22:00,1
2019-01-24 23:40:00,1
2019-01-24 23:43:00,2
