3,"SELECT u.up_col0 as [col0], x.objID, s.plate, s.mjd, s.fiberid, s.dered_r, p.rest_ug, p.rest_gr FROM #x x, #upload u, Photoz AS p JOIN SpecPhotoAll AS s ON s.objID = p.objID WHERE u.up_id = x.up_id and x.objID = p.objID ORDER BY x.up_id"
2019-01-12 03:31:00,1
2019-01-12 04:20:00,1
2019-01-12 04:30:00,1
