16,"select top # objid, modelmag_r, modelmag_g, z from SpecPhoto where class = # AND z BETWEEN # AND # AND modelmag_r< # AND modelmag_g< #"
2019-04-11 08:44:00,1
2019-04-11 08:45:00,3
2019-04-11 08:47:00,1
2019-04-11 08:48:00,1
2019-04-11 08:49:00,1
2019-04-11 08:50:00,1
2019-04-11 08:51:00,1
2019-04-11 08:52:00,1
2019-04-11 08:53:00,1
2019-04-11 08:54:00,2
2019-04-11 08:55:00,1
2019-04-11 08:56:00,1
2019-04-11 09:00:00,1
