6,"SELECT TOP # bestobjid , survey , z from SpecObj where class = # and survey = # and zWarning = # and z > = # and z < # ORDER BY bestobjID"
2019-03-31 10:31:00,2
2019-03-31 10:54:00,1
2019-03-31 11:15:00,1
2019-03-31 11:20:00,1
2019-03-31 11:26:00,1
