6,SELECT * FROM SDSS_photo_DR1#_XMMLSS
2019-10-31 10:22:00,2
2019-10-31 10:23:00,1
2019-10-31 10:31:00,1
2019-10-31 10:32:00,1
2019-11-12 12:09:00,1
