2,"SELECT objID, ra, dec, type, psfMag_r, petroRad_r, u, g, r, i, z into mydb.ngc6# from dr1#.PhotoObj WHERE ra BETWEEN # AND # AND dec BETWEEN # AND #"
2019-10-08 13:31:00,1
2019-10-08 13:32:00,1
