726,"SELECT plate, mjd FROM apogeePlate WHERE location_id = # SELECT plate, mjd FROM apogeePlate WHERE name = #"
2019-03-08 16:12:00,1
2019-03-08 22:03:00,1
2019-03-08 23:45:00,1
2019-03-09 00:55:00,1
2019-03-09 12:17:00,1
2019-03-09 17:48:00,1
2019-03-09 18:07:00,1
2019-03-09 23:51:00,1
2019-03-10 18:14:00,1
2019-03-10 18:25:00,1
2019-03-11 11:18:00,1
2019-03-11 17:11:00,1
2019-03-13 07:52:00,1
2019-03-14 04:26:00,1
2019-03-14 06:27:00,1
2019-03-14 09:12:00,1
2019-03-14 14:32:00,1
2019-03-15 01:35:00,1
2019-03-15 19:36:00,1
2019-03-17 09:53:00,1
2019-03-18 14:08:00,1
2019-03-18 15:33:00,1
2019-03-19 10:31:00,1
2019-03-19 16:50:00,2
2019-03-20 00:21:00,1
2019-03-20 15:23:00,1
2019-03-21 01:15:00,1
2019-03-21 03:44:00,1
2019-03-23 06:48:00,1
2019-03-24 04:14:00,1
2019-03-25 02:26:00,1
2019-03-25 12:35:00,1
2019-03-26 09:40:00,1
2019-03-26 11:14:00,1
2019-03-26 11:34:00,1
2019-03-26 19:56:00,1
2019-03-26 20:32:00,1
2019-03-26 21:00:00,1
2019-03-27 08:40:00,1
2019-03-27 17:13:00,1
2019-03-27 19:47:00,1
2019-03-28 03:54:00,1
2019-03-28 16:18:00,1
2019-03-28 18:44:00,1
2019-03-28 20:01:00,1
2019-03-30 10:01:00,1
2019-03-31 17:59:00,1
2019-04-01 06:25:00,1
2019-04-01 18:27:00,1
2019-04-01 20:15:00,1
2019-04-01 22:22:00,1
2019-04-02 12:22:00,1
2019-04-04 06:56:00,1
2019-04-04 13:21:00,1
2019-04-04 13:44:00,1
2019-04-05 03:47:00,1
2019-04-07 15:04:00,1
2019-04-07 19:16:00,1
2019-04-08 15:40:00,1
2019-04-08 18:51:00,1
2019-04-09 06:24:00,1
2019-04-09 12:30:00,1
2019-04-09 19:14:00,1
2019-04-09 21:22:00,2
2019-04-09 21:27:00,1
2019-04-10 00:38:00,1
2019-04-10 03:07:00,2
2019-04-10 11:41:00,1
2019-04-10 23:13:00,1
2019-04-12 13:44:00,1
2019-04-13 19:44:00,1
2019-04-13 21:55:00,1
2019-04-14 13:06:00,1
2019-04-15 19:15:00,1
2019-04-16 03:02:00,1
2019-04-16 14:54:00,1
2019-04-16 18:47:00,1
2019-04-18 05:55:00,1
2019-04-18 10:12:00,2
2019-04-18 11:19:00,1
2019-04-18 16:31:00,1
2019-04-18 21:58:00,1
2019-04-18 23:45:00,1
2019-04-19 01:44:00,1
2019-04-19 10:04:00,1
2019-04-19 19:09:00,1
2019-04-22 12:01:00,1
2019-04-22 19:56:00,1
2019-04-22 23:39:00,1
2019-04-24 02:15:00,1
2019-04-25 15:38:00,1
2019-04-25 16:01:00,1
2019-04-27 09:01:00,1
2019-04-27 12:38:00,1
2019-04-28 03:53:00,1
2019-04-28 10:20:00,1
2019-04-28 11:22:00,1
2019-04-28 12:44:00,1
2019-04-28 13:32:00,1
2019-04-29 04:55:00,1
2019-04-29 08:02:00,1
2019-04-30 11:49:00,1
2019-04-30 12:14:00,1
2019-05-01 02:31:00,1
2019-05-01 04:00:00,1
2019-05-01 15:09:00,1
2019-05-02 11:25:00,1
2019-05-02 22:46:00,1
2019-05-03 04:44:00,1
2019-05-03 14:49:00,1
2019-05-03 17:29:00,1
2019-05-04 01:00:00,1
2019-05-06 08:53:00,1
2019-05-06 12:11:00,1
2019-05-06 17:16:00,1
2019-05-06 17:38:00,1
2019-05-07 06:20:00,1
2019-05-08 19:19:00,1
2019-05-10 16:26:00,1
2019-05-11 07:46:00,1
2019-05-11 07:59:00,1
2019-05-13 00:17:00,1
2019-05-13 06:44:00,1
2019-05-13 09:04:00,1
2019-05-13 10:08:00,1
2019-05-14 00:58:00,1
2019-05-14 03:20:00,1
2019-05-14 08:31:00,1
2019-05-15 23:16:00,1
2019-05-16 00:00:00,1
2019-05-16 00:47:00,1
2019-05-16 12:23:00,1
2019-05-17 05:02:00,1
2019-05-17 05:10:00,1
2019-05-17 23:51:00,1
2019-05-18 20:37:00,1
2019-05-18 21:25:00,1
2019-05-18 22:04:00,1
2019-05-19 12:51:00,1
2019-05-20 19:37:00,1
2019-05-21 05:34:00,1
2019-05-21 06:56:00,1
2019-05-21 12:27:00,1
2019-05-21 19:20:00,1
2019-05-21 21:27:00,1
2019-05-22 09:14:00,1
2019-05-22 11:38:00,1
2019-05-22 16:48:00,1
2019-05-23 04:23:00,1
2019-05-23 09:05:00,1
2019-05-23 10:03:00,1
2019-05-23 13:36:00,1
2019-05-23 23:42:00,1
2019-05-24 02:16:00,1
2019-05-24 08:58:00,1
2019-05-24 13:35:00,1
2019-05-24 20:07:00,1
2019-05-24 22:19:00,1
2019-05-24 23:40:00,1
2019-05-25 00:02:00,1
2019-05-25 07:32:00,1
2019-05-27 12:42:00,1
2019-05-29 03:04:00,1
2019-05-29 04:48:00,1
2019-05-30 04:17:00,1
2019-05-30 23:29:00,1
2019-05-31 03:31:00,1
2019-05-31 04:49:00,1
2019-05-31 10:54:00,1
2019-05-31 12:00:00,1
2019-05-31 17:51:00,1
2019-05-31 17:59:00,1
2019-05-31 19:05:00,1
2019-06-01 07:51:00,1
2019-06-03 06:36:00,1
2019-06-03 11:49:00,1
2019-06-04 14:47:00,1
2019-06-05 18:42:00,1
2019-06-07 18:34:00,1
2019-06-10 21:08:00,1
2019-06-10 21:25:00,1
2019-06-11 01:58:00,1
2019-06-11 16:16:00,1
2019-06-11 17:27:00,1
2019-06-14 08:24:00,1
2019-06-15 00:02:00,1
2019-06-15 09:30:00,1
2019-06-16 13:44:00,1
2019-06-16 17:59:00,1
2019-06-17 09:55:00,1
2019-06-17 11:40:00,1
2019-06-17 16:08:00,1
2019-06-18 11:37:00,1
2019-06-18 11:54:00,1
2019-06-18 13:18:00,1
2019-06-18 14:52:00,1
2019-06-19 04:25:00,1
2019-06-19 12:48:00,1
2019-06-19 14:08:00,1
2019-06-19 14:51:00,1
2019-06-20 00:13:00,1
2019-06-20 03:59:00,1
2019-06-20 09:26:00,1
2019-06-21 00:54:00,1
2019-06-21 07:01:00,1
2019-06-21 07:07:00,1
2019-06-22 01:07:00,1
2019-06-23 13:23:00,1
2019-06-23 18:03:00,1
2019-06-23 23:27:00,1
2019-06-25 12:36:00,1
2019-06-25 15:51:00,1
2019-06-25 16:05:00,1
2019-06-26 06:24:00,1
2019-06-26 22:34:00,1
2019-06-27 02:02:00,1
2019-06-27 03:08:00,1
2019-06-27 10:42:00,1
2019-06-27 20:18:00,1
2019-06-29 05:37:00,1
2019-06-29 16:47:00,1
2019-07-01 05:22:00,1
2019-07-01 10:21:00,1
2019-07-01 13:48:00,1
2019-07-01 21:29:00,1
2019-07-02 01:34:00,1
2019-07-02 15:20:00,1
2019-07-02 16:04:00,1
2019-07-02 19:03:00,1
2019-07-02 19:47:00,1
2019-07-03 10:17:00,1
2019-07-03 14:25:00,1
2019-07-05 14:02:00,1
2019-07-05 22:00:00,1
2019-07-06 07:30:00,1
2019-07-06 08:41:00,1
2019-07-06 19:07:00,1
2019-07-06 21:03:00,1
2019-07-07 02:05:00,1
2019-07-07 22:03:00,1
2019-07-08 05:51:00,1
2019-07-10 23:07:00,1
2019-07-12 03:34:00,1
2019-07-12 17:58:00,1
2019-07-12 19:17:00,1
2019-07-13 03:28:00,1
2019-07-13 05:05:00,1
2019-07-13 11:14:00,1
2019-07-14 02:26:00,1
2019-07-14 08:18:00,1
2019-07-14 09:57:00,1
2019-07-14 19:51:00,1
2019-07-16 19:57:00,1
2019-07-18 12:05:00,1
2019-07-19 00:39:00,1
2019-07-20 00:25:00,1
2019-07-20 00:39:00,1
2019-07-20 03:04:00,1
2019-07-20 04:47:00,1
2019-07-20 05:21:00,1
2019-07-20 05:33:00,1
2019-07-20 20:54:00,1
2019-07-21 06:56:00,1
2019-07-22 02:00:00,1
2019-07-22 05:34:00,1
2019-07-22 08:18:00,1
2019-07-22 17:43:00,1
2019-07-23 15:42:00,1
2019-07-24 02:14:00,1
2019-07-24 08:18:00,1
2019-07-25 05:15:00,1
2019-07-25 23:09:00,1
2019-07-26 06:36:00,1
2019-07-26 15:43:00,1
2019-07-27 03:57:00,1
2019-07-27 16:53:00,1
2019-07-28 08:48:00,1
2019-07-28 22:12:00,1
2019-07-30 04:15:00,1
2019-07-31 03:04:00,1
2019-07-31 13:01:00,1
2019-08-01 14:40:00,1
2019-08-02 03:34:00,1
2019-08-04 21:49:00,1
2019-08-04 23:19:00,1
2019-08-04 23:32:00,1
2019-08-05 18:33:00,1
2019-08-06 02:39:00,1
2019-08-06 21:12:00,1
2019-08-07 04:41:00,1
2019-08-08 20:55:00,1
2019-08-09 15:00:00,1
2019-08-09 15:20:00,1
2019-08-09 17:58:00,1
2019-08-11 01:16:00,1
2019-08-12 17:10:00,1
2019-08-12 20:46:00,1
2019-08-13 02:20:00,1
2019-08-13 13:54:00,1
2019-08-13 17:07:00,1
2019-08-13 19:15:00,1
2019-08-14 22:53:00,1
2019-08-15 03:56:00,1
2019-08-15 13:00:00,1
2019-08-16 07:09:00,1
2019-08-16 13:35:00,1
2019-08-16 15:17:00,1
2019-08-16 23:50:00,1
2019-08-17 08:35:00,1
2019-08-17 09:19:00,1
2019-08-17 10:23:00,1
2019-08-18 06:06:00,1
2019-08-20 04:02:00,1
2019-08-20 23:09:00,1
2019-08-21 04:49:00,1
2019-08-22 07:42:00,1
2019-08-23 01:45:00,1
2019-08-23 08:03:00,1
2019-08-23 14:31:00,1
2019-08-24 12:07:00,1
2019-08-24 12:28:00,1
2019-08-25 00:54:00,1
2019-08-27 17:39:00,1
2019-08-27 23:01:00,1
2019-08-28 00:25:00,1
2019-08-29 17:18:00,1
2019-08-30 04:20:00,1
2019-08-30 11:15:00,1
2019-08-30 14:02:00,1
2019-08-31 08:42:00,1
2019-08-31 18:50:00,1
2019-08-31 21:01:00,1
2019-08-31 21:02:00,1
2019-09-01 08:41:00,1
2019-09-01 11:59:00,1
2019-09-02 12:16:00,1
2019-09-02 18:23:00,1
2019-09-03 09:10:00,1
2019-09-03 19:38:00,1
2019-09-04 23:55:00,1
2019-09-05 11:43:00,1
2019-09-05 22:31:00,1
2019-09-05 22:38:00,1
2019-09-06 06:39:00,1
2019-09-06 22:01:00,1
2019-09-07 07:27:00,1
2019-09-07 10:41:00,1
2019-09-07 17:43:00,1
2019-09-08 08:53:00,1
2019-09-08 11:48:00,1
2019-09-08 16:34:00,1
2019-09-08 17:34:00,1
2019-09-10 08:29:00,1
2019-09-11 19:06:00,1
2019-09-11 23:10:00,1
2019-09-12 09:14:00,1
2019-09-13 00:38:00,1
2019-09-13 05:12:00,1
2019-09-14 17:56:00,1
2019-09-15 00:02:00,1
2019-09-15 06:29:00,1
2019-09-15 07:04:00,1
2019-09-15 08:05:00,1
2019-09-15 15:30:00,1
2019-09-17 12:36:00,1
2019-09-17 17:25:00,1
2019-09-17 20:54:00,1
2019-09-17 22:41:00,1
2019-09-18 12:27:00,1
2019-09-18 14:20:00,1
2019-09-18 18:00:00,1
2019-09-18 19:28:00,1
2019-09-18 23:52:00,1
2019-09-19 02:48:00,1
2019-09-19 17:44:00,1
2019-09-19 18:34:00,1
2019-09-20 00:56:00,1
2019-09-20 06:23:00,1
2019-09-20 10:52:00,1
2019-09-21 13:22:00,1
2019-09-23 04:22:00,1
2019-09-23 06:02:00,1
2019-09-24 00:14:00,1
2019-09-25 07:44:00,1
2019-09-26 05:11:00,1
2019-09-26 05:43:00,1
2019-09-28 00:01:00,1
2019-09-28 00:32:00,1
2019-09-28 00:43:00,1
2019-09-28 04:52:00,1
2019-09-28 10:26:00,1
2019-09-28 13:06:00,1
2019-09-29 19:14:00,1
2019-09-29 22:33:00,1
2019-09-30 01:50:00,1
2019-09-30 07:58:00,1
2019-10-01 20:39:00,1
2019-10-02 07:21:00,1
2019-10-03 16:53:00,1
2019-10-03 20:19:00,1
2019-10-03 23:20:00,1
2019-10-04 00:53:00,1
2019-10-04 13:43:00,1
2019-10-05 10:45:00,1
2019-10-06 08:45:00,1
2019-10-06 20:51:00,1
2019-10-08 03:46:00,1
2019-10-08 19:51:00,1
2019-10-09 05:20:00,1
2019-10-09 17:25:00,1
2019-10-10 00:22:00,1
2019-10-10 07:18:00,1
2019-10-10 14:15:00,1
2019-10-11 04:27:00,1
2019-10-13 03:16:00,1
2019-10-14 03:19:00,1
2019-10-14 05:03:00,1
2019-10-16 12:14:00,1
2019-10-16 20:40:00,1
2019-10-17 01:13:00,1
2019-10-17 07:17:00,1
2019-10-17 07:32:00,1
2019-10-17 13:10:00,1
2019-10-17 19:36:00,1
2019-10-19 10:02:00,1
2019-10-19 10:36:00,1
2019-10-19 17:41:00,1
2019-10-21 00:25:00,1
2019-10-21 02:38:00,1
2019-10-21 11:04:00,1
2019-10-21 14:35:00,1
2019-10-22 04:00:00,1
2019-10-22 07:30:00,1
2019-10-22 10:12:00,1
2019-10-22 10:17:00,1
2019-10-22 20:30:00,1
2019-10-22 21:02:00,1
2019-10-23 00:05:00,1
2019-10-23 11:21:00,1
2019-10-23 14:57:00,1
2019-10-23 18:53:00,1
2019-10-23 21:39:00,1
2019-10-24 09:43:00,1
2019-10-24 09:51:00,1
2019-10-24 15:22:00,1
2019-10-24 16:38:00,1
2019-10-24 21:29:00,1
2019-10-24 21:39:00,1
2019-10-24 21:55:00,1
2019-10-25 00:13:00,1
2019-10-25 00:37:00,1
2019-10-25 00:48:00,1
2019-10-26 05:56:00,1
2019-10-26 18:06:00,1
2019-10-26 19:36:00,1
2019-10-26 21:41:00,1
2019-10-27 07:07:00,1
2019-10-27 10:11:00,1
2019-10-28 20:03:00,1
2019-10-29 16:27:00,1
2019-10-30 20:54:00,1
2019-10-30 23:48:00,1
2019-10-31 04:13:00,1
2019-11-01 05:32:00,1
2019-11-01 09:27:00,1
2019-11-02 00:20:00,1
2019-11-02 01:12:00,1
2019-11-02 07:11:00,1
2019-11-02 07:23:00,1
2019-11-02 07:35:00,1
2019-11-02 10:50:00,1
2019-11-02 21:26:00,1
2019-11-03 17:20:00,1
2019-11-03 19:38:00,1
2019-11-04 14:02:00,1
2019-11-04 16:47:00,1
2019-11-05 05:57:00,1
2019-11-06 14:46:00,1
2019-11-06 23:54:00,1
2019-11-08 19:19:00,1
2019-11-08 21:16:00,1
2019-11-09 10:14:00,1
2019-11-09 16:43:00,1
2019-11-10 11:27:00,1
2019-11-12 05:41:00,1
2019-11-13 19:05:00,1
2019-11-13 19:18:00,1
2019-11-13 20:03:00,1
2019-11-14 19:12:00,1
2019-11-14 20:00:00,1
2019-11-14 20:38:00,1
2019-11-15 02:56:00,1
2019-11-15 04:17:00,1
2019-11-16 06:44:00,1
2019-11-16 06:58:00,1
2019-11-16 07:15:00,1
2019-11-16 08:55:00,1
2019-11-16 13:09:00,1
2019-11-17 04:50:00,1
2019-11-18 02:47:00,1
2019-11-18 20:14:00,1
2019-11-18 23:44:00,1
2019-11-19 19:24:00,1
2019-11-20 04:51:00,1
2019-11-20 12:38:00,1
2019-11-21 20:13:00,1
2019-11-22 08:58:00,1
2019-11-22 13:04:00,1
2019-11-22 15:53:00,1
2019-11-22 18:43:00,1
2019-11-23 00:36:00,1
2019-11-23 17:00:00,1
2019-11-24 19:11:00,1
2019-11-27 10:04:00,1
2019-11-27 12:54:00,1
2019-11-29 02:47:00,1
2019-11-29 20:40:00,1
2019-11-30 02:49:00,1
2019-12-01 00:31:00,1
2019-12-01 08:41:00,1
2019-12-01 19:55:00,1
2019-12-01 20:24:00,1
2019-12-03 01:14:00,1
2019-12-03 04:05:00,1
2019-12-03 08:27:00,1
2019-12-03 08:33:00,1
2019-12-03 14:06:00,1
2019-12-03 16:10:00,1
2019-12-04 11:18:00,2
2019-12-05 00:17:00,1
2019-12-05 01:08:00,1
2019-12-05 03:02:00,1
2019-12-05 11:03:00,2
2019-12-05 11:15:00,1
2019-12-05 15:38:00,1
2019-12-05 19:01:00,1
2019-12-05 19:15:00,1
2019-12-05 21:11:00,1
2019-12-07 21:37:00,1
2019-12-09 02:35:00,1
2019-12-09 07:20:00,1
2019-12-09 21:44:00,1
2019-12-10 14:06:00,1
2019-12-10 21:18:00,1
2019-12-11 08:24:00,1
2019-12-11 10:43:00,1
2019-12-12 00:49:00,1
2019-12-12 02:31:00,1
2019-12-12 06:11:00,1
2019-12-12 06:48:00,1
2019-12-12 15:07:00,1
2019-12-13 10:31:00,1
2019-12-13 12:31:00,1
2019-12-13 13:33:00,1
2019-12-13 13:51:00,1
2019-12-13 23:19:00,1
2019-12-14 10:26:00,1
2019-12-15 20:08:00,1
2019-12-16 22:55:00,1
2019-12-17 00:17:00,1
2019-12-18 01:04:00,1
2019-12-18 01:32:00,1
2019-12-18 10:57:00,1
2019-12-19 17:35:00,1
2019-12-20 05:07:00,1
2019-12-20 09:10:00,1
2019-12-20 10:40:00,1
2019-12-20 17:24:00,1
2019-12-22 06:51:00,2
2019-12-22 14:09:00,1
2019-12-22 15:22:00,1
2019-12-23 08:56:00,1
2019-12-23 21:22:00,1
2019-12-24 00:26:00,1
2019-12-24 02:42:00,1
2019-12-25 05:09:00,1
2019-12-25 05:51:00,1
2019-12-26 03:15:00,1
2019-12-26 15:23:00,1
2019-12-26 18:23:00,1
2019-12-27 07:29:00,1
2019-12-27 13:18:00,1
2019-12-28 23:55:00,1
2019-12-29 16:36:00,1
2019-12-30 07:01:00,1
2019-12-31 00:06:00,1
