2,"SELECT TOP # dbo.fSDSS (p.objID) AS ID, p.objID, p.run, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, f.mjd_r into mydb.MyTable_# from detectionindex d JOIN PhotoObjAll p ON d.objID = p.objID JOIN Field f ON p.fieldID = f.fieldID WHERE p.objID = #"
2019-09-10 04:37:00,1
2019-09-10 04:39:00,1
