5,SELECT * FROM nearGalaxiesFluxes_STARFORMING
2019-07-19 04:40:00,1
2019-07-19 07:26:00,1
2019-07-22 00:33:00,1
2019-08-13 05:07:00,1
2019-08-13 05:31:00,1
