10,"SELECT s.ra, s.dec, s.dered_g as g, s.dered_r as r, s.err_g, s.err_r, s.flags FROM dbo.fGetNearbyObjEq (#, #, #) AS n JOIN Star AS s ON n.objID = s.objID"
2019-02-12 23:01:00,1
2019-03-04 20:00:00,1
2019-03-13 18:54:00,1
2019-03-13 18:56:00,3
2019-09-11 17:00:00,1
2019-09-11 17:03:00,1
2019-09-17 14:04:00,1
2019-09-17 14:06:00,1
