9,"select top # p.ra, p.dec, p.deVRad_r, q.z from galaxy p, dbo.fgetNearByObjEq (#, #) n, galSpecInfo q where p.objid = n.objid and p.specObjID = q.specObjID and p.specObjID< ># and q.z> # and abs (#* (#-q.z) )< #"
2019-01-18 18:07:00,1
2019-03-08 14:05:00,1
2019-03-20 01:41:00,2
2019-03-25 20:16:00,2
2019-07-22 04:49:00,1
2019-07-22 04:50:00,1
2019-07-22 04:51:00,1
