13,"select top # ra, dec, z, (# - #*log1# (spectroFlux_g) ) from specobj where (ra between # and #) and (dec between # and #) and class = # and spectroFlux_g > #"
2019-04-27 13:30:00,2
2019-05-03 17:47:00,1
2019-08-14 22:45:00,1
2019-08-15 20:27:00,1
2019-08-21 22:43:00,1
2019-08-29 21:08:00,1
2019-08-29 21:10:00,1
2019-08-29 21:11:00,1
2019-09-08 14:45:00,1
2019-10-30 21:47:00,1
2019-10-30 21:48:00,1
2019-10-31 16:02:00,1
