880,SELECT TOP # P.ObjID
2019-01-01 08:59:00,1
2019-01-01 11:07:00,1
2019-01-01 11:18:00,1
2019-01-02 00:15:00,1
2019-01-02 00:46:00,1
2019-01-02 00:55:00,1
2019-01-03 08:00:00,1
2019-01-03 11:08:00,1
2019-01-03 13:37:00,1
2019-01-05 00:37:00,1
2019-01-05 07:23:00,1
2019-01-05 11:50:00,1
2019-01-06 12:38:00,1
2019-01-07 00:05:00,1
2019-01-07 03:14:00,1
2019-01-07 23:28:00,1
2019-01-07 23:53:00,1
2019-01-08 03:02:00,1
2019-01-08 03:27:00,1
2019-01-08 05:24:00,1
2019-01-08 06:25:00,1
2019-01-08 07:26:00,1
2019-01-08 08:39:00,1
2019-01-08 14:47:00,1
2019-01-10 02:13:00,1
2019-01-10 21:57:00,1
2019-01-11 04:39:00,1
2019-01-12 03:04:00,1
2019-01-12 09:48:00,1
2019-01-13 08:28:00,1
2019-01-13 09:05:00,1
2019-01-14 11:12:00,1
2019-01-15 23:45:00,1
2019-01-16 00:00:00,1
2019-01-16 00:03:00,1
2019-01-16 00:07:00,1
2019-01-17 04:30:00,1
2019-01-17 23:13:00,1
2019-01-17 23:33:00,1
2019-01-19 20:50:00,1
2019-01-20 18:29:00,1
2019-01-22 08:13:00,1
2019-01-22 08:23:00,1
2019-01-22 13:08:00,1
2019-01-23 23:25:00,1
2019-01-24 12:39:00,1
2019-01-25 11:21:00,1
2019-01-25 12:51:00,1
2019-01-25 12:53:00,1
2019-01-25 15:53:00,1
2019-01-26 10:32:00,1
2019-01-26 15:45:00,1
2019-01-26 19:56:00,1
2019-01-27 09:43:00,1
2019-01-27 21:37:00,1
2019-01-28 13:05:00,1
2019-01-28 13:54:00,1
2019-01-29 00:42:00,1
2019-01-29 15:25:00,1
2019-01-29 15:26:00,1
2019-01-30 09:28:00,1
2019-01-30 15:42:00,2
2019-01-30 21:06:00,1
2019-02-01 07:26:00,1
2019-02-01 20:46:00,1
2019-02-01 21:13:00,1
2019-02-02 05:22:00,1
2019-02-02 07:41:00,1
2019-02-02 14:35:00,1
2019-02-02 18:16:00,1
2019-02-03 08:42:00,1
2019-02-04 13:38:00,1
2019-02-04 14:09:00,1
2019-02-04 14:39:00,1
2019-02-08 01:31:00,1
2019-02-08 04:21:00,1
2019-02-08 16:58:00,1
2019-02-08 18:08:00,1
2019-02-08 22:12:00,1
2019-02-09 15:54:00,1
2019-02-09 17:30:00,1
2019-02-10 05:47:00,1
2019-02-10 09:40:00,1
2019-02-10 18:50:00,1
2019-02-11 05:19:00,1
2019-02-11 11:11:00,1
2019-02-11 21:32:00,1
2019-02-11 22:35:00,1
2019-02-12 15:12:00,1
2019-02-12 18:45:00,1
2019-02-12 19:02:00,1
2019-02-13 12:20:00,1
2019-02-14 10:59:00,1
2019-02-14 12:08:00,1
2019-02-14 12:14:00,1
2019-02-14 12:51:00,1
2019-02-14 20:12:00,1
2019-02-16 01:55:00,1
2019-02-17 22:51:00,1
2019-02-18 00:11:00,1
2019-02-18 03:04:00,1
2019-02-18 23:19:00,1
2019-02-19 07:18:00,1
2019-02-20 03:30:00,1
2019-02-21 03:15:00,1
2019-02-21 03:17:00,1
2019-02-21 13:00:00,1
2019-02-22 06:24:00,1
2019-02-22 16:26:00,1
2019-02-23 01:21:00,1
2019-02-23 15:19:00,1
2019-02-24 11:50:00,1
2019-02-25 18:03:00,1
2019-02-26 01:23:00,1
2019-02-27 00:46:00,1
