6,"CREATE TABLE chinook_Album ([AlbumId] [int] NOT #, [Title] [nvarchar] (#) NOT #, [ArtistId] [int] NOT #)"
2019-04-03 12:37:00,1
2019-04-03 14:41:00,3
2019-04-03 15:22:00,2
