6,"select top # objid, ra, dec, b, l, u, g, r, i, z, u-g, g-r, r-i, i-z from star"
2019-10-20 15:11:00,1
2019-10-20 15:21:00,1
2019-10-20 15:30:00,1
2019-10-20 15:33:00,1
2019-10-20 15:34:00,1
2019-10-20 15:36:00,1
