70,"SELECT p.specobjid, p.objid, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, s.z, p.psffwhm_z, p.psffwhm_i, p.psffwhm_r, p.psffwhm_g, p.psffwhm_u, p.expAB_z, p.expAB_i, p.expAB_r, p.expAB_g, p.expAB_u, p.expPhi_z, p.expPhi_i, p.expPhi_r, p.expPhi_g, p.expPhi_u, p.expRad_z, p.expRad_i, p.expRad_r, p.expRad_g, p.expRad_u, p.expFlux_z, p.expFlux_i, p.expFlux_r, p.expFlux_g, p.expFlux_u, p.expMag_z, p.expMag_i, p.expMag_r, p.expMag_g, p.expMag_u, p.petroRad_z, p.petroRad_i, p.petroRad_r, p.petroRad_g, p.petroRad_u, p.petroFlux_z, p.petroFlux_i, p.petroFlux_r, p.petroFlux_g, p.petroFlux_u, p.petroMag_z, p.petroMag_i, p.petroMag_r, p.petroMag_g, p.petroMag_u, p.petroR5#_z, p.petroR5#_i, p.petroR5#_r, p.petroR5#_g, p.petroR5#_u, p.petroR9#_z, p.petroR9#_i, p.petroR9#_r, p.petroR9#_g, p.petroR9#_u, p.rowc_z, p.rowc_i, p.rowc_r, p.rowc_g, p.rowc_u, p.colc_z, p.colc_i, p.colc_r, p.colc_g, p.colc_u, p.rowcErr_z, p.rowcErr_i, p.rowcErr_r, p.rowcErr_g, p.rowcErr_u, p.colcErr_z, p.colcErr_i, p.colcErr_r, p.colcErr_g, p.colcErr_u FROM PhotoSecondary AS p JOIN SpecPhoto AS s ON s.specobjid = p.specobjid WHERE p.specobjid = #"
2019-05-07 17:17:00,1
2019-05-16 00:57:00,1
2019-05-16 01:02:00,1
2019-05-16 01:11:00,1
2019-05-16 01:12:00,1
2019-05-16 01:20:00,1
2019-05-16 01:39:00,1
2019-05-16 01:41:00,1
2019-05-16 01:42:00,1
2019-05-16 01:44:00,1
2019-05-16 02:00:00,1
2019-05-28 16:36:00,1
2019-05-28 16:40:00,1
2019-05-28 18:38:00,1
2019-05-28 18:45:00,1
2019-05-28 22:00:00,1
2019-05-28 23:52:00,1
2019-05-29 19:28:00,1
2019-05-29 20:07:00,1
2019-05-29 21:29:00,1
2019-06-06 05:17:00,1
2019-06-06 05:23:00,2
2019-06-10 07:47:00,1
2019-06-10 23:25:00,1
2019-06-11 21:03:00,1
2019-06-11 22:07:00,1
2019-06-11 23:12:00,4
2019-06-11 23:13:00,2
2019-06-11 23:39:00,2
2019-06-11 23:40:00,2
2019-06-11 23:41:00,2
2019-06-12 00:36:00,5
2019-06-12 00:38:00,4
2019-06-12 00:42:00,1
2019-06-12 00:43:00,1
2019-06-12 00:44:00,3
2019-06-12 00:49:00,2
2019-06-12 00:50:00,1
2019-06-12 00:51:00,1
2019-06-12 00:54:00,2
2019-06-12 00:56:00,4
2019-06-12 00:57:00,1
2019-06-12 00:58:00,1
2019-06-12 00:59:00,2
2019-06-12 01:00:00,1
2019-06-12 01:03:00,1
2019-06-12 01:09:00,1
