1613,"SELECT up_id, dbo.fGetNearestSpecObjIdEq (up_ra, up_dec, #) as SpecobjId FROM #upload WHERE dbo.fGetNearestSpecObjIdEq (up_ra, up_dec, #) IS NOT # EXEC spExecuteSQL #, #, @log = #, @filter = #"
2019-08-10 11:31:00,1
2019-08-10 11:33:00,1
2019-08-12 10:01:00,1
2019-08-12 10:03:00,1
2019-08-12 10:07:00,1
2019-08-12 19:31:00,1
2019-08-12 19:39:00,1
2019-08-12 19:40:00,1
2019-08-13 06:51:00,1
2019-08-13 06:53:00,1
2019-08-13 06:54:00,2
2019-08-13 13:06:00,1
2019-08-13 13:10:00,1
2019-08-13 13:11:00,2
2019-08-13 13:13:00,1
2019-08-13 13:54:00,1
2019-08-13 14:08:00,3
2019-08-13 14:09:00,3
2019-08-13 14:11:00,2
2019-08-13 14:12:00,3
2019-08-13 14:13:00,1
2019-08-13 14:14:00,1
2019-08-13 14:16:00,3
2019-08-13 15:17:00,1
2019-08-13 15:21:00,1
2019-08-14 12:20:00,1
2019-08-14 12:28:00,1
2019-08-14 12:29:00,1
2019-08-14 12:31:00,2
2019-08-14 12:32:00,1
2019-08-19 07:33:00,1
2019-08-19 09:56:00,1
2019-08-19 10:25:00,1
2019-08-19 10:53:00,1
2019-08-19 11:01:00,1
2019-08-19 11:06:00,1
2019-08-19 11:14:00,1
2019-08-19 11:19:00,1
2019-08-19 11:24:00,1
2019-08-19 11:29:00,1
2019-08-19 11:35:00,1
2019-08-19 11:40:00,1
2019-08-19 11:41:00,1
2019-08-19 11:51:00,1
2019-08-19 11:55:00,1
2019-08-19 12:01:00,1
2019-08-19 12:02:00,1
2019-08-19 12:21:00,1
2019-08-19 12:31:00,1
2019-08-19 12:36:00,1
2019-08-19 13:15:00,1
2019-08-19 13:16:00,1
2019-08-19 13:30:00,1
2019-08-19 13:33:00,1
2019-08-26 18:28:00,1
2019-08-26 18:34:00,1
2019-09-03 19:27:00,2
2019-09-04 07:02:00,1
2019-09-04 07:05:00,1
2019-09-04 07:06:00,2
2019-09-04 07:07:00,1
2019-09-04 18:05:00,1
2019-09-04 18:06:00,2
2019-09-04 18:07:00,2
2019-09-04 18:08:00,2
2019-09-04 18:09:00,1
2019-09-05 08:14:00,1
2019-09-05 08:15:00,2
2019-09-05 08:19:00,2
2019-09-05 08:21:00,1
2019-09-05 08:47:00,1
2019-09-05 08:48:00,1
2019-09-05 08:50:00,1
2019-09-05 08:51:00,1
2019-09-05 08:53:00,1
2019-09-05 09:11:00,2
2019-09-09 15:00:00,1
2019-09-09 15:04:00,1
2019-09-09 15:11:00,2
2019-09-09 15:12:00,1
2019-09-12 10:53:00,1
2019-09-12 10:54:00,1
2019-09-12 10:56:00,1
2019-09-12 10:57:00,3
2019-09-12 10:58:00,1
2019-09-12 12:30:00,1
2019-09-15 17:38:00,1
2019-09-17 15:42:00,1
2019-09-17 17:10:00,1
2019-09-18 15:25:00,1
2019-09-18 15:26:00,1
2019-09-18 15:29:00,1
2019-09-18 15:30:00,1
2019-09-18 15:38:00,1
2019-09-20 00:55:00,1
2019-09-24 07:07:00,1
2019-09-25 05:40:00,1
2019-09-25 05:41:00,1
2019-09-25 05:43:00,2
2019-09-25 05:44:00,1
2019-09-25 05:46:00,2
2019-09-25 05:47:00,1
2019-09-25 05:48:00,1
2019-09-25 05:49:00,1
2019-09-25 05:50:00,1
2019-09-25 05:51:00,1
2019-09-25 05:53:00,1
2019-09-25 05:55:00,1
2019-09-25 05:57:00,1
2019-09-26 05:01:00,1
2019-09-26 05:33:00,1
2019-09-26 05:36:00,1
2019-09-26 05:39:00,1
2019-09-26 05:40:00,2
2019-09-26 05:42:00,1
2019-09-26 05:47:00,1
2019-09-26 05:48:00,1
2019-09-26 05:49:00,1
2019-09-26 05:50:00,1
2019-09-26 05:51:00,1
2019-09-26 05:52:00,1
2019-09-26 06:05:00,1
2019-09-26 06:06:00,1
2019-09-26 06:08:00,1
2019-09-26 06:14:00,1
2019-09-26 06:16:00,1
2019-09-26 06:18:00,1
2019-09-26 06:26:00,1
2019-09-26 06:27:00,1
2019-09-26 06:30:00,1
2019-09-26 10:05:00,1
2019-09-26 10:10:00,1
2019-09-26 10:52:00,1
2019-09-26 11:27:00,1
2019-09-26 12:02:00,1
2019-09-28 06:12:00,1
2019-10-01 05:54:00,1
2019-10-02 16:21:00,1
2019-10-02 16:37:00,1
2019-10-02 16:38:00,3
2019-10-02 16:39:00,1
2019-10-02 16:40:00,3
2019-10-02 16:41:00,1
2019-10-02 16:42:00,1
2019-10-02 16:47:00,1
2019-10-02 16:48:00,1
2019-10-02 16:49:00,1
2019-10-02 16:51:00,1
2019-10-02 17:00:00,2
2019-10-03 19:19:00,1
2019-10-08 04:14:00,1
2019-10-08 04:20:00,1
2019-10-08 04:21:00,1
2019-10-08 04:23:00,1
2019-10-08 04:28:00,1
2019-10-08 04:42:00,1
2019-10-08 04:46:00,1
2019-10-08 04:47:00,1
2019-10-08 04:48:00,1
2019-10-08 04:50:00,1
2019-10-08 04:51:00,1
2019-10-08 04:53:00,1
2019-10-08 04:54:00,1
2019-10-08 04:55:00,1
2019-10-08 04:56:00,1
2019-10-08 04:58:00,1
2019-10-08 05:03:00,1
2019-10-08 05:04:00,1
2019-10-08 05:06:00,1
2019-10-08 05:07:00,1
2019-10-08 05:09:00,1
2019-10-08 05:10:00,1
2019-10-09 15:31:00,1
2019-10-09 15:32:00,1
2019-10-09 15:44:00,1
2019-10-09 15:45:00,1
2019-10-10 09:15:00,1
2019-10-10 09:17:00,1
2019-10-15 09:49:00,1
2019-10-16 18:22:00,1
2019-10-16 18:31:00,1
2019-10-16 18:33:00,1
2019-10-22 11:26:00,1
2019-10-22 11:37:00,1
2019-10-22 11:46:00,1
2019-10-22 11:47:00,1
2019-10-22 11:54:00,1
2019-10-22 13:11:00,1
2019-10-22 13:18:00,1
2019-10-22 14:03:00,1
2019-10-22 16:59:00,1
2019-10-23 15:26:00,1
2019-10-23 15:27:00,2
2019-10-24 07:09:00,1
2019-10-24 07:26:00,1
2019-10-24 07:27:00,1
2019-10-24 07:29:00,1
2019-10-24 07:31:00,1
2019-10-24 07:32:00,1
2019-10-24 07:35:00,1
2019-10-24 07:36:00,1
2019-10-24 07:37:00,1
2019-10-24 07:41:00,1
2019-10-24 08:07:00,1
2019-10-24 08:51:00,1
2019-10-24 09:41:00,1
2019-10-24 12:57:00,1
2019-10-24 13:01:00,1
2019-10-24 13:08:00,1
2019-10-24 13:09:00,1
2019-10-24 13:12:00,1
2019-10-24 13:13:00,1
2019-10-24 13:16:00,1
2019-10-24 13:17:00,2
2019-10-24 13:19:00,1
2019-10-24 13:47:00,1
2019-10-24 14:12:00,1
2019-10-24 14:14:00,1
2019-10-24 14:15:00,1
2019-10-24 14:16:00,1
2019-10-25 02:44:00,1
2019-10-25 07:38:00,1
2019-10-25 07:41:00,1
2019-10-25 07:43:00,1
2019-10-25 07:45:00,1
2019-10-25 07:50:00,1
2019-10-25 08:10:00,2
2019-10-25 08:25:00,1
2019-10-25 08:52:00,1
2019-10-25 09:12:00,1
2019-10-25 09:32:00,1
2019-10-25 09:51:00,1
2019-10-25 10:11:00,1
2019-10-25 11:32:00,1
2019-10-25 12:14:00,1
2019-10-28 14:58:00,1
2019-10-30 10:54:00,1
2019-10-30 23:23:00,1
2019-10-30 23:24:00,1
2019-10-31 13:52:00,2
2019-10-31 15:54:00,1
2019-10-31 15:56:00,1
2019-10-31 16:35:00,1
2019-10-31 16:44:00,1
2019-10-31 16:50:00,1
2019-10-31 18:07:00,1
2019-11-01 02:04:00,1
2019-11-01 02:05:00,1
2019-11-01 02:06:00,1
2019-11-01 02:07:00,1
2019-11-01 02:09:00,1
2019-11-01 14:11:00,1
2019-11-01 14:12:00,1
2019-11-01 14:18:00,1
2019-11-01 15:09:00,1
2019-11-01 15:45:00,1
2019-11-01 15:51:00,1
2019-11-01 15:56:00,1
2019-11-04 09:17:00,1
2019-11-04 09:19:00,1
2019-11-04 09:20:00,2
2019-11-04 09:21:00,4
2019-11-04 12:49:00,2
2019-11-04 12:50:00,2
2019-11-04 12:51:00,4
2019-11-04 14:43:00,1
2019-11-05 13:53:00,1
2019-11-05 14:07:00,1
2019-11-05 14:13:00,1
2019-11-06 00:47:00,1
2019-11-06 00:48:00,1
2019-11-07 12:24:00,1
2019-11-07 13:47:00,2
2019-11-07 13:48:00,1
2019-11-07 14:02:00,1
2019-11-07 14:08:00,1
2019-11-07 14:09:00,1
2019-11-07 14:10:00,1
2019-11-07 14:11:00,1
2019-11-11 18:13:00,1
2019-11-11 18:58:00,1
2019-11-11 19:00:00,1
2019-11-15 00:15:00,1
2019-11-15 00:46:00,1
2019-11-15 00:48:00,1
2019-11-15 00:49:00,1
2019-11-18 01:32:00,2
2019-11-19 20:00:00,1
2019-11-20 18:01:00,1
2019-11-22 16:31:00,2
2019-11-22 16:32:00,1
2019-11-25 02:02:00,2
2019-11-25 02:03:00,1
2019-11-25 02:38:00,3
2019-11-25 02:39:00,1
2019-11-25 02:40:00,1
2019-11-25 02:41:00,1
2019-11-25 10:22:00,1
2019-12-01 12:56:00,1
2019-12-01 12:59:00,1
2019-12-04 01:05:00,1
2019-12-04 01:06:00,2
2019-12-04 01:07:00,1
2019-12-04 01:09:00,1
2019-12-04 02:22:00,1
2019-12-04 13:52:00,1
2019-12-05 02:12:00,1
2019-12-05 12:26:00,1
2019-12-05 12:30:00,1
2019-12-09 08:54:00,1
2019-12-09 09:20:00,1
2019-12-09 09:24:00,1
2019-12-09 19:48:00,1
2019-12-09 20:11:00,1
2019-12-09 20:17:00,1
2019-12-09 20:21:00,1
2019-12-09 20:24:00,1
2019-12-09 20:28:00,1
2019-12-09 20:31:00,1
2019-12-09 20:41:00,1
2019-12-10 08:56:00,1
2019-12-10 12:08:00,1
2019-12-11 07:03:00,2
2019-12-11 07:12:00,1
2019-12-11 07:13:00,1
2019-12-11 07:14:00,1
2019-12-11 07:18:00,1
2019-12-11 07:20:00,2
2019-12-11 07:21:00,2
2019-12-11 07:22:00,2
2019-12-11 07:23:00,2
2019-12-11 07:24:00,1
2019-12-11 07:58:00,1
2019-12-11 11:08:00,1
2019-12-11 11:53:00,1
2019-12-12 10:13:00,1
2019-12-12 10:14:00,1
2019-12-12 11:41:00,1
2019-12-13 10:01:00,1
2019-12-17 03:30:00,1
2019-12-18 09:42:00,1
2019-12-18 09:49:00,2
2019-12-18 09:54:00,1
2019-12-18 09:55:00,1
2019-12-18 09:56:00,3
2019-12-18 09:57:00,4
2019-12-18 09:58:00,2
2019-12-19 16:40:00,1
2019-12-19 22:30:00,1
