3,"select s.z, s.ra, s.dec as redshift into mydb.dr1#_nov1#_#p5#_#p8#_# from galaxy p, specobj s, dbo.fgetNearByObjEq (#e+#, #e+#, #) n where p.objid = s.bestobjid and p.objid = n.objid and s.bestobjid = n.objid and s.z BETWEEN # AND #"
2019-11-14 14:24:00,1
2019-11-14 15:04:00,1
2019-11-14 15:31:00,1
