6,select top # * from [final_petro]
2019-06-16 19:51:00,1
2019-06-16 19:59:00,1
2019-08-02 15:51:00,1
2019-08-07 14:17:00,1
2019-08-07 14:19:00,1
2019-08-07 14:20:00,1
