2,"SELECT objID, specobjid, ra, dec, raErr, decErr, r, i, g, dered_r, dered_i, dered_g, psfMag_r, psfMag_i, psfMag_g, extinction_r, extinction_i, extinction_g, petroR5#_r, run, camCol, rerun, field INTO mydb.LRG_SAMPLE_CHANGE3# FROM Galaxy WHERE ( (flags & (dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) )) > # and (flags & (dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) )) ! = dbo.fPhotoFlags (#) and (flags & (dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) )) = # and (petroMag_r > # and g > # and r > # and i > #) and ( (petroMag_r-extinction_r) < # and (petroMag_r - extinction_r < (# + (# * (dered_g - dered_r) + # * (dered_r - dered_i) - # * #) /#) ) and ( (dered_r - dered_i - (dered_g - dered_r) /# - #) < #) and ( (dered_r - dered_i - (dered_g - dered_r) /# - #) > #) and ( (petroMag_r - extinction_r + # * LOG1# (# * # * petror5#_r * petror5#_r) ) < #) ) or ( (petroMag_r - extinction_r < #) and ( (dered_r - dered_i - (dered_g - dered_r) /# - #) > (# - (dered_g - dered_r) /#) ) and ( (dered_g - dered_r) > (# + # * (dered_r - dered_i) )) and ( ((petroMag_r - extinction_r + # * LOG1# (# * # * petror5#_r * petror5#_r) ) < #) or ( (petroMag_r - extinction_r + # * LOG1# (# * # * petror5#_r * petror5#_r) ) < #) )) )"
2019-12-24 07:52:00,1
2019-12-26 04:02:00,1
