9,"SELECT TOP # bESTOBJID, Z FROM SPECOBJ WHERE CLASS = # AND ZWARNING = # AND SURVEY = # AND Z > =#"
2019-03-31 10:51:00,1
2019-03-31 10:57:00,1
2019-03-31 11:00:00,1
2019-03-31 11:04:00,1
2019-03-31 11:06:00,1
2019-03-31 11:10:00,1
2019-03-31 11:13:00,1
2019-03-31 11:16:00,1
2019-03-31 11:35:00,1
