2,"SELECT top # GED.specObjID, GED.age as GED, GEND.age as GEND, GWD.age as GWD, GWND.age as GWND, SFP.age as SFP, PP.age as PP FROM stellarMassFSPSGranEarlyDust GED JOIN stellarMassFSPSGranEarlyNoDust GEND on GED.specObjID = GEND.specObjID JOIN stellarMassFSPSGranWideDust GWD on GED.specObjID = GWD.specObjID JOIN stellarMassFSPSGranWideNoDust GWND on GED.specObjID = GWND.specObjID JOIN stellarMassStarformingPort SFP on GED.specObjID = SFP.specObjID JOIN stellarMassPassivePort PP on GED.specObjID = PP.specObjID WHERE GED.age ! = # AND GEND.age ! = # AND GWD.age ! = # AND GWND.age ! = # AND SFP.age ! = # AND PP.age ! = #"
2019-11-25 01:39:00,1
2019-12-26 18:17:00,1
