35,select count (*) as #
2019-03-02 14:57:00,1
2019-03-02 14:58:00,3
2019-03-02 15:00:00,3
2019-03-02 15:01:00,4
2019-03-02 15:02:00,5
2019-03-02 15:03:00,5
2019-03-02 15:04:00,4
2019-03-02 15:05:00,5
2019-03-02 15:06:00,5
