3,"select z, zErr, ra, dec, spectroFlux_r, bestObjID from specObj where class = # and z > # and z < # and zWarning = # and bestObjID> # AND dec BETWEEN # and #"
2019-03-01 13:51:00,1
2019-03-02 15:13:00,1
2019-03-02 15:26:00,1
