814,"SELECT top # p.objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p WHERE n.objID = p.objID AND p.u BETWEEN # AND #"
2019-01-01 04:56:00,1
2019-01-01 06:31:00,1
2019-01-01 10:44:00,1
2019-01-02 01:20:00,1
2019-01-02 03:27:00,1
2019-01-03 13:17:00,1
2019-01-03 13:38:00,1
2019-01-03 15:46:00,1
2019-01-03 17:50:00,1
2019-01-04 07:14:00,1
2019-01-05 16:11:00,1
2019-01-07 06:13:00,1
2019-01-07 09:51:00,1
2019-01-07 21:49:00,1
2019-01-08 12:58:00,1
2019-01-08 14:22:00,1
2019-01-08 14:23:00,1
2019-01-08 20:00:00,1
2019-01-10 07:29:00,1
2019-01-10 09:02:00,1
2019-01-10 10:12:00,1
2019-01-11 14:27:00,1
2019-01-12 04:00:00,2
2019-01-12 05:54:00,1
2019-01-13 03:46:00,1
2019-01-13 10:02:00,1
2019-01-13 11:31:00,1
2019-01-16 10:13:00,1
2019-01-16 10:53:00,1
2019-01-16 19:26:00,1
2019-01-17 12:18:00,1
2019-01-18 02:33:00,1
2019-01-18 13:05:00,1
2019-01-18 16:56:00,1
2019-01-18 19:50:00,1
2019-01-18 20:13:00,1
2019-01-19 05:37:00,1
2019-01-19 06:47:00,1
2019-01-19 11:17:00,1
2019-01-19 11:35:00,1
2019-01-21 00:10:00,1
2019-01-21 07:26:00,1
2019-01-22 08:50:00,1
2019-01-22 11:24:00,1
2019-01-24 05:18:00,1
2019-01-24 07:48:00,1
2019-01-24 10:06:00,1
2019-01-24 18:30:00,1
2019-01-24 18:38:00,1
2019-01-25 16:44:00,1
2019-01-27 01:12:00,1
2019-01-27 09:51:00,1
2019-01-28 01:11:00,1
2019-01-28 17:02:00,1
2019-01-29 12:34:00,1
2019-01-29 12:35:00,2
2019-01-30 04:18:00,1
2019-01-30 15:03:00,1
2019-02-01 15:42:00,1
2019-02-01 17:18:00,1
2019-02-02 05:39:00,1
2019-02-02 05:53:00,1
2019-02-02 14:11:00,1
2019-02-02 18:02:00,1
2019-02-03 01:50:00,1
2019-02-03 13:13:00,1
2019-02-03 18:04:00,1
2019-02-03 23:37:00,1
2019-02-04 02:27:00,1
2019-02-04 14:49:00,1
2019-02-04 23:18:00,1
2019-02-05 03:16:00,1
2019-02-05 08:00:00,1
2019-02-05 08:35:00,1
2019-02-06 01:33:00,1
2019-02-07 01:33:00,1
2019-02-07 08:35:00,1
2019-02-07 21:05:00,1
2019-02-08 15:39:00,1
2019-02-09 02:17:00,1
2019-02-09 10:32:00,1
2019-02-10 08:30:00,1
2019-02-11 05:49:00,1
2019-02-11 10:18:00,1
2019-02-11 11:37:00,1
2019-02-11 16:42:00,1
2019-02-11 17:51:00,1
2019-02-11 21:45:00,1
2019-02-12 02:41:00,1
2019-02-13 22:58:00,1
2019-02-14 09:29:00,1
2019-02-14 16:21:00,1
2019-02-15 14:50:00,1
2019-02-16 13:28:00,1
2019-02-16 19:53:00,1
2019-02-17 05:35:00,1
2019-02-17 19:48:00,1
2019-02-18 21:09:00,1
2019-02-19 07:04:00,1
2019-02-19 10:50:00,1
2019-02-19 11:06:00,1
2019-02-19 17:25:00,1
2019-02-20 09:15:00,1
2019-02-20 09:21:00,1
2019-02-20 21:39:00,1
2019-02-21 05:13:00,1
2019-02-21 15:02:00,1
2019-02-22 16:44:00,1
2019-02-23 04:37:00,1
2019-02-23 23:38:00,1
2019-02-24 07:46:00,1
2019-02-24 10:24:00,1
2019-02-24 21:55:00,1
2019-02-25 01:08:00,1
2019-02-25 17:10:00,1
2019-02-26 06:17:00,1
2019-02-26 22:18:00,1
2019-02-26 22:59:00,1
2019-02-28 00:44:00,1
2019-02-28 07:17:00,1
2019-02-28 20:54:00,1
2019-02-28 21:35:00,1
2019-03-01 16:39:00,1
2019-03-01 23:59:00,1
2019-03-02 06:05:00,1
2019-03-02 23:44:00,1
2019-03-03 03:08:00,1
2019-03-04 02:17:00,1
2019-03-04 09:33:00,1
2019-03-04 22:39:00,1
2019-03-05 01:32:00,1
2019-03-05 14:07:00,1
2019-03-05 14:54:00,1
2019-03-06 00:53:00,1
2019-03-06 02:41:00,1
2019-03-06 13:45:00,1
2019-03-06 18:46:00,1
2019-03-07 03:54:00,1
2019-03-07 05:11:00,1
2019-03-07 17:37:00,1
2019-03-08 11:15:00,1
2019-03-08 14:04:00,1
2019-03-08 15:27:00,1
2019-03-08 20:21:00,1
2019-03-08 21:01:00,1
2019-03-08 22:17:00,1
2019-03-09 03:59:00,1
2019-03-10 14:58:00,1
2019-03-10 17:31:00,1
2019-03-10 17:59:00,1
2019-03-11 10:46:00,1
2019-03-11 20:26:00,1
2019-03-12 01:34:00,1
2019-03-12 02:42:00,1
2019-03-13 04:36:00,1
2019-03-15 11:34:00,1
2019-03-15 14:01:00,1
2019-03-15 17:58:00,1
2019-03-16 11:29:00,1
2019-03-17 04:10:00,1
2019-03-17 16:54:00,1
2019-03-18 06:20:00,1
2019-03-18 22:20:00,1
2019-03-20 11:27:00,1
2019-03-21 04:47:00,1
2019-03-22 21:06:00,1
2019-03-25 02:31:00,1
2019-03-25 19:22:00,1
2019-03-26 08:54:00,1
2019-03-27 13:56:00,1
2019-03-28 17:14:00,1
2019-03-28 23:33:00,1
2019-03-29 10:06:00,1
2019-03-29 22:54:00,1
2019-03-30 10:29:00,1
2019-03-30 15:07:00,1
2019-03-30 23:23:00,1
2019-03-31 06:57:00,1
2019-03-31 08:05:00,1
2019-04-01 00:41:00,1
2019-04-01 09:58:00,1
2019-04-01 12:17:00,1
2019-04-03 01:40:00,1
2019-04-03 20:44:00,1
2019-04-04 13:10:00,1
2019-04-05 04:05:00,1
2019-04-05 06:46:00,1
2019-04-05 13:31:00,1
2019-04-05 21:22:00,1
2019-04-06 05:00:00,1
2019-04-06 20:58:00,1
2019-04-06 23:50:00,1
2019-04-08 23:05:00,1
2019-04-09 07:48:00,1
2019-04-09 10:31:00,1
2019-04-09 15:20:00,1
2019-04-09 18:08:00,1
2019-04-09 20:27:00,1
2019-04-10 18:29:00,1
2019-04-12 09:04:00,1
2019-04-13 07:08:00,1
2019-04-13 13:17:00,1
2019-04-13 14:41:00,1
2019-04-13 17:11:00,1
2019-04-14 00:03:00,1
2019-04-14 20:51:00,1
2019-04-15 02:52:00,1
2019-04-15 08:11:00,1
2019-04-16 07:59:00,1
