3,"SELECT s.ra, s.dec, s.z, s.zErr, s.velDisp, s.velDispErr FROM SpecObj AS s JOIN SpecPhotoAll AS p ON s.specObjID = p.specObjID WHERE s.ra BETWEEN # AND # AND s.dec BETWEEN # AND # AND s.class = # AND s.subClass = # AND s.zWarning = # AND s.programname = # AND p.petroMag_r-p.extinction_r < #"
2019-11-04 20:28:00,1
2019-11-04 20:33:00,1
2019-11-04 20:34:00,1
