9,select top # * from [allsample]
2019-07-24 09:14:00,1
2019-07-24 09:16:00,1
2019-07-24 09:17:00,2
2019-07-24 09:18:00,1
2019-07-24 09:20:00,1
2019-07-24 17:18:00,1
2019-07-25 08:50:00,1
2019-07-25 13:22:00,1
