19,select top # * from [target_galaxies]
2019-05-09 09:41:00,1
2019-05-09 09:48:00,1
2019-05-09 11:32:00,1
2019-05-09 11:37:00,1
2019-05-09 12:00:00,2
2019-05-09 12:01:00,1
2019-05-10 11:29:00,1
2019-05-10 11:31:00,1
2019-05-10 11:33:00,1
2019-05-10 11:38:00,1
2019-05-10 11:43:00,2
2019-05-10 11:50:00,1
2019-05-10 13:51:00,1
2019-05-10 15:47:00,1
2019-05-11 13:32:00,1
2019-05-13 09:43:00,1
2019-05-13 09:48:00,1
