3,"select ar.name as artist, ab.title as album, SOUNDEX (ar.name) as sndx from Chinook.Album ab join chinook.Artist ar on ar.artistid = ab.artistid order by ar.name"
2019-02-20 09:32:00,1
2019-02-20 09:35:00,2
