5,"SELECT TOP # s.plate, s.mjd, s.fiberid FROM ..SpecObj as s JOIN PhotoObj AS p ON s.bestobjid = p.objid WHERE s.z > # AND s.zWarning = # AND (s.class = #) AND s.z < # AND p.g < # AND p.r < # AND (s.eboss_target0 & (dbo.fEbossTarget0 (#) + dbo.fEbossTarget0 (#) ) = #)"
2019-02-21 00:14:00,1
2019-02-21 00:19:00,1
2019-02-21 00:20:00,1
2019-02-21 00:21:00,1
2019-02-21 00:22:00,1
