14,"SELECT run, camCol, rerun, field, objID, u, g, r, i, z, ra, dec FROM PhotoPrimary WHERE u - g < # and g - r < # and r - i > # and i - z > #"
2019-03-01 21:44:00,2
2019-03-01 21:47:00,3
2019-09-25 05:17:00,1
2019-09-25 05:20:00,1
2019-11-15 21:05:00,1
2019-11-15 21:07:00,1
2019-11-15 21:08:00,1
2019-11-15 21:11:00,1
2019-11-15 21:24:00,2
2019-11-15 21:25:00,1
