6,"SELECT top # specobjid, ra, dec, z, zerr, class, subclass, dbo.fDistanceArcMinEq (#, #, ra, dec) as distance FROM specobj WHERE zwarning = # and z > # and class = QSO#"
2019-11-25 02:21:00,1
2019-11-25 02:23:00,2
2019-11-27 10:30:00,1
2019-11-28 01:12:00,1
2019-12-02 01:17:00,1
