7,select top # * from [sat_fl_filt_m]
2019-08-11 05:40:00,1
2019-08-11 07:08:00,1
2019-08-11 07:10:00,1
2019-08-12 09:42:00,1
2019-08-12 09:53:00,1
2019-08-12 10:59:00,1
2019-08-12 11:04:00,1
