12,SELECT * FROM GU2#_hw6
2019-05-09 10:41:00,1
2019-05-11 13:55:00,1
2019-05-11 13:57:00,1
2019-05-12 09:10:00,2
2019-05-12 10:40:00,1
2019-05-12 13:27:00,1
2019-05-12 13:29:00,1
2019-05-12 13:33:00,1
2019-05-14 14:39:00,1
2019-05-14 14:40:00,1
2019-05-19 17:06:00,1
