6,"CREATE TABLE [myscratch:default].SDSSimagingSample (ra float, dec float, run smallint, rExtSFD float, uRaw float, gRaw float, rRaw float, iRaw float, zRaw float, uErr float, gErr float, rErr float, iErr float, zErr float, uPsfRaw float, gPsfRaw float, rPsfRaw float, iPsfRaw float, zPsfRaw float, uPsfuErr float, gPsfgErr float, rPsfrErr float, iPsfiErr float, zPsfzErr float, type smallint, ISOLATED int)"
2019-02-11 10:23:00,1
2019-02-11 13:03:00,1
2019-02-11 13:51:00,2
2019-02-11 13:52:00,1
2019-02-11 14:11:00,1
