3,"select source = run1, target = run2, weight = sum (cts) from astrometry.budavari.S8#r2# where type1 = # and type2 = # -- stars and (run1> # and run2> #) and mid1 = mid2 group by run1, run2 having sum (cts) > # order by weight desc"
2019-11-05 17:54:00,1
2019-11-05 18:01:00,1
2019-11-05 18:13:00,1
