8,"SELECT objID, ra, dec, petroRad_u FROM Galaxy WHERE ra BETWEEN # AND # AND dec BETWEEN # AND #"
2019-12-02 16:05:00,1
2019-12-02 16:06:00,2
2019-12-02 16:07:00,3
2019-12-02 16:08:00,2
