11,select count (*) from SpecObjAll
2019-05-15 03:30:00,1
2019-05-15 03:31:00,2
2019-11-04 10:07:00,3
2019-11-04 10:09:00,1
2019-11-04 10:24:00,2
2019-11-04 10:25:00,1
2019-11-04 10:37:00,1
