10,select top # * from [apogeeStar]
2019-03-11 12:31:00,1
2019-03-26 17:58:00,1
2019-03-28 04:27:00,1
2019-03-28 04:30:00,1
2019-03-28 04:34:00,1
2019-03-28 08:44:00,1
2019-12-30 01:17:00,1
2019-12-30 01:18:00,1
2019-12-30 01:34:00,1
2019-12-30 01:39:00,1
