35,SELECT count (ra)
2019-01-18 16:15:00,1
2019-01-18 16:17:00,1
2019-01-18 22:38:00,1
2019-04-13 18:03:00,1
2019-04-13 20:06:00,3
2019-12-21 15:29:00,1
2019-12-21 15:30:00,1
2019-12-21 15:46:00,1
2019-12-21 15:47:00,4
2019-12-21 16:03:00,1
2019-12-21 16:10:00,5
2019-12-21 16:11:00,1
2019-12-21 16:39:00,4
2019-12-21 16:40:00,1
2019-12-21 16:41:00,2
2019-12-21 16:44:00,3
2019-12-21 16:45:00,4
