20,SELECT * FROM WISE_AGN_R9#_ptsrc_VIZIER3#_SDSSspecDR1#_#as
2019-08-29 15:13:00,2
2019-08-29 15:14:00,1
2019-08-29 15:15:00,2
2019-08-29 15:16:00,1
2019-08-29 15:17:00,1
2019-08-29 15:18:00,2
2019-08-29 15:19:00,1
2019-08-30 10:35:00,2
2019-08-30 10:36:00,2
2019-08-30 10:37:00,2
2019-08-30 10:38:00,2
2019-08-30 10:39:00,2
