4,"select p.objid, p.ra, p.dec, s.z as redshift, s.specobjid, s.plate, s.mjd, s.fiberid from photoobj p, specobj s where p.objid = s.bestobjid"
2019-03-18 16:31:00,1
2019-09-26 16:22:00,1
2019-09-26 17:00:00,1
2019-11-25 11:24:00,1
