5,"SELECT s.z, s.specObjID, s.rChi2, s.DOF, gs.oiii_#_reqw FROM SpecObj as s JOIN galSpecLine as gs ON s.specObjID = gs.specObjID WHERE s.z BETWEEN # AND #"
2019-03-30 22:15:00,1
2019-03-30 22:16:00,2
2019-03-30 22:18:00,1
2019-03-30 22:19:00,1
