35,"SELECT p.objId, p.ra, p.dec, p.petror9#_r, p.expAB_r, p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i, s.z, s.plate, s.mjd, s.fiberid, p.g as mag, n.sersic_n FROM galaxy AS p JOIN SpecObj AS s ON s.bestobjid = p.objid JOIN nsatlas AS n ON n.mjd = s.mjd and n.fiberID = s.fiberID and n.plate = s.plate WHERE p.petror9#_r > # and p.ra between # and # and s.z between # and .# and p.g < #"
2019-07-08 11:52:00,1
2019-07-08 12:24:00,1
2019-07-08 12:25:00,1
2019-07-08 12:37:00,1
2019-07-09 10:01:00,1
2019-07-09 10:03:00,1
2019-07-09 10:38:00,1
2019-07-09 10:39:00,1
2019-07-09 10:40:00,2
2019-07-09 10:44:00,1
2019-07-09 10:57:00,1
2019-07-09 11:02:00,1
2019-07-09 11:13:00,1
2019-07-09 11:46:00,1
2019-07-10 11:21:00,1
2019-07-10 11:27:00,1
2019-07-10 12:11:00,1
2019-07-11 11:41:00,1
2019-07-11 11:42:00,1
2019-07-11 11:46:00,1
2019-07-11 11:47:00,1
2019-07-11 11:51:00,2
2019-07-16 10:49:00,1
2019-07-16 12:27:00,1
2019-07-16 13:50:00,1
2019-07-17 00:11:00,1
2019-07-31 13:18:00,1
2019-08-01 17:35:00,1
2019-08-01 17:36:00,1
2019-08-01 17:37:00,1
2019-10-17 00:56:00,1
2019-10-17 00:58:00,1
2019-10-17 12:02:00,1
