12,SELECT * FROM emissionLinesPort
2019-07-01 11:47:00,1
2019-07-01 11:52:00,1
2019-07-01 11:53:00,2
2019-07-01 11:55:00,4
2019-07-01 11:58:00,3
2019-10-25 04:51:00,1
