4,"SELECT TOP # s.ra, s.dec, s.z, sigma_balmer, sigma_forbidden, oii_#_reqw, neiii_#_reqw, oiii_#_reqw, hei_#_reqw, oi_#_reqw, h_alpha_reqw, nii_#_reqw, sii_#_reqw, h_delta_eqw, h_gamma_eqw, h_beta_eqw, h_alpha_eqw FROM GalSpecLine AS g JOIN SpecObj AS s ON s.specobjid = g.specobjid WHERE s.class = # AND s.zwarning = #"
2019-03-28 15:26:00,1
2019-03-31 06:52:00,1
2019-07-14 12:17:00,1
2019-07-14 12:19:00,1
