17,"SELECT up_id, dbo.fGetNearestObjIdEq (up_ra, up_dec, up_sep) as objId FROM #upload WHERE dbo.fGetNearestObjIdEq (up_ra, up_dec, up_sep) IS NOT # SELECT TOP # p.ra, p.dec, cast (str (p.ra, #, #) as float) as ra, cast (str (p.[dec], #, #) as float) as dec FROM ..PhotoObj AS p JOIN #x AS x ON x.objID = p.objID JOIN #upload AS u ON u.up_id = x.up_id WHERE (p.type = # OR p.type = #) ORDER BY x.up_id"
2019-05-17 08:12:00,1
2019-05-17 08:13:00,2
2019-07-09 06:08:00,1
2019-07-17 04:19:00,1
2019-07-17 04:20:00,1
2019-08-05 04:22:00,1
2019-08-05 04:23:00,1
2019-08-08 02:16:00,1
2019-08-08 02:20:00,1
2019-08-08 02:24:00,1
2019-08-08 02:25:00,3
2019-09-04 01:02:00,1
2019-09-04 01:03:00,2
