3,"SELECT top # ra, dec, z, zErr, dered_u, dered_g, dered_r, dered_i, dered_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z FROM SpecPhoto WHERE class = # AND z> # AND z< # AND zErr< # AND modelMagErr < #"
2019-08-28 12:06:00,1
2019-08-28 12:09:00,1
2019-08-28 12:10:00,1
