8,SELECT * FROM photoz
2019-01-25 04:52:00,1
2019-02-25 11:19:00,1
2019-03-25 12:03:00,1
2019-03-25 12:04:00,2
2019-03-25 12:06:00,2
2019-03-25 12:49:00,1
