3,"SELECT ra, dec, dbo.fGetNearestObjIdEq (ra, dec, #) as objId --FROM mydb.test_radec --into mydb.test_# --WHERE dbo.fGetNearestObjIdEq (ra, dec, #) IS NOT # SELECT TOP # p.ra, p.dec, p.run, p.rerun, p.camCol, p.field, p.obj FROM PhotoObjAll AS p, mydb.test_# as a, SpecObjAll as s --into mydb.test WHERE (p.type = # OR p.type = #) and a.objId = s.bestObjID and p.objID = s.bestObjID"
2019-03-06 04:31:00,2
2019-03-06 04:50:00,1
