7,select top # * from [sdss_dr1#_photo]
2019-12-20 02:06:00,1
2019-12-20 03:10:00,1
2019-12-20 03:14:00,1
2019-12-20 03:17:00,1
2019-12-20 03:19:00,1
2019-12-20 03:26:00,1
2019-12-20 04:32:00,1
