5,"select t.Name, t.Composer, b.title as Album from chinook.track t join chinook.album b on b.albumid = t.albumid"
2019-04-01 15:58:00,1
2019-04-23 01:06:00,1
2019-04-24 17:54:00,1
2019-04-24 17:55:00,2
