22,select * from NCAS_NRGb1#
2019-01-18 10:53:00,2
2019-01-18 10:55:00,2
2019-01-18 10:56:00,1
2019-01-18 10:57:00,3
2019-01-18 10:58:00,2
2019-01-18 10:59:00,4
2019-01-18 11:00:00,3
2019-01-18 11:01:00,4
2019-01-18 16:24:00,1
