46,"SELECT up_id, dbo.fGetNearestObjIdEq (up_ra, up_dec, #) as objId FROM #upload WHERE dbo.fGetNearestObjIdEq (up_ra, up_dec, #) IS NOT # EXEC spExecuteSQL #'< a target = INFO href = http://skyserver.sdss.org/DR1#/en/tools/explore/obj.aspx? id = # + cast (x.objId as varchar (#) ) + #> #+ cast (x.objId as varchar (#) ) + #< /a> # as objID, p.ra, p.dec, t.K_M_FE, t.K_M_EXT, t.K_MNSURFB_EFF, s.z FROM #upload u JOIN #x x ON x.up_id = u.up_id JOIN PhotoTag p ON p.objID = x.objID JOIN TwoMassXSC t ON p.objID = t.objID JOIN SpecObjAll s ON p.objID = s.bestobjID WHERE s.z< # ORDER BY x.up_id ##', @log = #, @filter = #"
2019-08-13 20:23:00,1
2019-08-13 20:25:00,3
2019-08-13 20:26:00,2
2019-08-13 20:27:00,2
2019-08-13 20:31:00,2
2019-08-13 20:32:00,1
2019-08-13 20:33:00,2
2019-08-13 20:37:00,3
2019-08-13 20:38:00,1
2019-08-13 20:39:00,2
2019-08-13 20:40:00,1
2019-08-13 20:41:00,3
2019-08-13 20:42:00,1
2019-08-13 20:43:00,2
2019-08-13 20:44:00,2
2019-08-13 20:45:00,1
2019-08-13 20:46:00,3
2019-08-13 20:47:00,1
2019-08-13 20:58:00,1
2019-08-13 21:00:00,1
2019-08-13 21:01:00,1
2019-08-13 21:02:00,1
2019-08-13 21:04:00,2
2019-08-13 21:05:00,1
2019-08-13 21:07:00,2
2019-08-13 21:19:00,3
2019-08-13 21:21:00,1
