2,"SELECT TOP # s.Plate, s.MJD, s.FiberID, s.z, s.ra, s.dec, s.sciencePrimary, s.subClass FROM ..specObj s WHERE s.class = # AND s.z < # AND s.zWarning = # AND s.subClass = # AND dbo.fFieldQuality (#) > #"
2019-07-29 16:21:00,1
2019-08-07 17:22:00,1
