10,select top # * from optw.tamass.[ASSETS]
2019-11-15 11:11:00,1
2019-11-23 17:04:00,1
2019-11-24 09:43:00,1
2019-11-24 10:23:00,1
2019-11-25 14:16:00,1
2019-11-25 15:07:00,1
2019-11-26 13:05:00,1
2019-11-26 14:41:00,1
2019-12-07 13:58:00,1
2019-12-07 13:59:00,1
