14,"SELECT TOP # za.specObjID, za.bestObjID, za.class, za.subClass, za.z, za.zErr, po.objID, po.type, po.flags, po.ra, po.dec, po.run, po.rerun, po.field, po.camcol, (po.petroMag_r-po.extinction_r) as dered_petro_r, zp.z as zphot, zp.zErr as dzphot, zi.e_bv_sfd, zi.primtarget, zi.sectarget, zi.targettype, zi.spectrotype, zi.subclass INTO MyDB.SDSS_DR1# FROM SpecObjAll za JOIN PhotoObjAll po ON (po.objID = za.bestObjID) JOIN Photoz zp ON (zp.objID = za.bestObjID) JOIN galSpecInfo zi ON (zi.SpecObjID = za.specObjID) WHERE (za.z> # AND za.zWarning = #) AND (za.targetType = # AND za.survey = #) AND (za.class = # AND zi.primtarget> =# AND zi.targettype = #) AND (po.clean = # AND po.insideMask = #) AND ( (po.petroMag_r-po.extinction_r) < =#) AND za.z < = #"
2019-11-22 18:13:00,1
2019-11-25 15:14:00,1
2019-11-25 15:16:00,1
2019-11-25 15:17:00,1
2019-11-25 15:20:00,1
2019-11-25 15:21:00,1
2019-11-25 15:53:00,1
2019-11-25 15:54:00,1
2019-11-25 15:56:00,1
2019-11-25 15:57:00,1
2019-11-25 16:40:00,1
2019-11-25 16:44:00,1
2019-11-25 17:17:00,1
2019-12-11 12:18:00,1
