6,"select top # p.objid, p.ra, p.dec from photoobj p, specobj s where p.objid = s.bestobjid and (s.specclass = # or s.specclass = #)"
2019-03-19 16:46:00,1
2019-06-25 23:36:00,1
2019-09-01 23:22:00,1
2019-09-05 03:16:00,1
2019-09-05 03:46:00,1
2019-09-10 03:40:00,1
