17958,select * from wise_xmatch x join wise_allsky a on x.wise_cntr = a.cntr where x.sdss_objid = #
2019-07-01 16:28:00,1
2019-07-01 16:29:00,1
2019-07-01 16:30:00,1
2019-07-01 16:31:00,1
2019-07-01 16:32:00,1
2019-07-01 16:33:00,1
2019-07-01 16:34:00,1
2019-07-01 16:35:00,1
2019-07-01 16:37:00,1
2019-07-01 16:38:00,1
2019-07-01 16:39:00,1
2019-07-01 16:40:00,1
2019-07-01 16:41:00,1
2019-07-01 16:42:00,1
2019-07-01 16:43:00,1
2019-07-01 16:44:00,1
2019-07-01 16:45:00,1
2019-07-01 16:46:00,1
2019-07-01 16:47:00,1
2019-07-01 16:48:00,1
2019-07-01 16:49:00,1
2019-07-01 16:50:00,1
2019-07-01 16:51:00,1
2019-07-01 16:52:00,1
2019-07-01 16:53:00,1
2019-07-01 16:54:00,1
2019-07-01 16:55:00,1
2019-07-01 16:56:00,1
2019-07-01 16:57:00,1
2019-07-01 16:58:00,1
2019-07-01 16:59:00,1
2019-07-01 17:00:00,1
2019-07-01 17:02:00,1
2019-07-01 17:03:00,1
2019-07-01 17:05:00,2
2019-07-01 17:06:00,1
2019-07-01 17:07:00,1
2019-07-01 17:08:00,1
2019-07-01 17:09:00,1
2019-07-01 17:11:00,1
2019-07-01 17:12:00,1
2019-07-01 17:13:00,1
2019-07-01 17:15:00,1
2019-07-01 17:16:00,1
2019-07-01 17:17:00,1
2019-07-01 17:18:00,1
2019-07-01 17:19:00,1
2019-07-01 17:20:00,1
2019-07-01 17:21:00,1
2019-07-01 17:22:00,1
2019-07-01 17:23:00,1
2019-07-01 17:24:00,1
2019-07-01 17:25:00,1
2019-07-01 17:26:00,1
2019-07-01 17:28:00,1
2019-07-01 17:29:00,1
2019-07-01 17:30:00,1
2019-07-01 17:31:00,1
2019-07-01 17:32:00,1
2019-07-01 17:34:00,1
2019-07-01 17:36:00,2
2019-07-01 17:37:00,1
2019-07-01 17:39:00,1
2019-07-01 17:40:00,1
2019-07-01 17:41:00,1
2019-07-01 17:42:00,1
2019-07-01 17:43:00,1
2019-07-01 17:44:00,1
2019-07-01 17:45:00,1
2019-07-01 17:46:00,1
2019-07-01 17:47:00,1
2019-07-01 17:48:00,1
2019-07-01 17:49:00,1
2019-07-01 17:50:00,1
2019-07-01 17:51:00,1
2019-07-01 17:52:00,1
2019-07-01 17:53:00,1
2019-07-01 17:54:00,1
2019-07-01 17:55:00,1
2019-07-01 17:56:00,1
2019-07-01 17:57:00,1
2019-07-01 17:58:00,1
2019-07-01 17:59:00,1
2019-07-01 18:00:00,1
2019-07-01 18:01:00,1
2019-07-01 18:02:00,1
2019-07-01 18:03:00,1
2019-07-01 18:05:00,1
2019-07-01 18:06:00,1
2019-07-01 18:07:00,2
2019-07-01 18:09:00,2
2019-07-01 18:11:00,1
2019-07-01 18:12:00,1
2019-07-01 18:13:00,1
2019-07-01 18:14:00,1
2019-07-01 18:15:00,1
2019-07-01 18:16:00,1
2019-07-01 18:17:00,1
2019-07-01 18:18:00,1
2019-07-01 18:19:00,1
2019-07-01 18:20:00,1
2019-07-01 18:21:00,1
2019-07-01 18:22:00,1
2019-07-01 18:23:00,1
2019-07-01 18:24:00,1
2019-07-01 18:25:00,1
2019-07-01 18:26:00,1
2019-07-01 18:27:00,1
2019-07-01 18:28:00,1
2019-07-01 18:29:00,1
2019-07-01 18:30:00,1
2019-07-01 18:31:00,1
2019-07-01 18:32:00,1
2019-07-01 18:33:00,1
2019-07-01 18:34:00,1
2019-07-01 18:37:00,2
2019-07-01 18:39:00,2
2019-07-01 18:40:00,1
2019-07-01 18:42:00,1
2019-07-01 18:43:00,1
2019-07-01 18:44:00,1
2019-07-01 18:45:00,1
2019-07-01 18:46:00,1
2019-07-01 18:47:00,1
2019-07-01 18:48:00,1
2019-07-01 18:49:00,1
2019-07-01 18:50:00,1
2019-07-01 18:51:00,1
2019-07-01 18:52:00,1
2019-07-01 18:53:00,1
2019-07-01 18:54:00,1
2019-07-01 18:55:00,1
2019-07-01 18:56:00,1
2019-07-01 18:57:00,1
2019-07-01 18:59:00,1
2019-07-01 19:00:00,2
2019-07-01 19:01:00,1
2019-07-01 19:02:00,1
2019-07-01 19:03:00,1
2019-07-01 19:04:00,1
2019-07-01 19:05:00,1
2019-07-01 19:06:00,1
2019-07-01 19:08:00,1
2019-07-01 19:09:00,1
2019-07-01 19:10:00,1
2019-07-01 19:11:00,1
2019-07-01 19:12:00,1
2019-07-01 19:13:00,1
2019-07-01 19:14:00,1
2019-07-01 19:15:00,1
2019-07-01 19:16:00,1
2019-07-01 19:17:00,1
2019-07-01 19:18:00,1
2019-07-01 19:19:00,1
2019-07-01 19:20:00,1
2019-07-01 19:22:00,1
2019-07-01 19:23:00,1
2019-07-01 19:24:00,1
2019-07-01 19:26:00,1
2019-07-01 19:27:00,1
2019-07-01 19:28:00,1
2019-07-01 19:29:00,1
2019-07-01 19:30:00,1
2019-07-01 19:31:00,1
2019-07-01 19:32:00,1
2019-07-01 19:35:00,1
2019-07-01 19:36:00,1
2019-07-01 19:38:00,1
2019-07-01 19:39:00,1
2019-07-01 19:40:00,1
2019-07-01 19:41:00,1
2019-07-01 19:43:00,1
2019-07-01 19:44:00,1
2019-07-01 19:45:00,1
2019-07-01 19:46:00,1
2019-07-01 19:47:00,1
2019-07-01 19:48:00,1
2019-07-01 19:49:00,1
2019-07-01 19:50:00,1
2019-07-01 19:53:00,1
2019-07-01 19:54:00,1
2019-07-01 19:55:00,1
2019-07-01 19:56:00,1
2019-07-01 19:57:00,1
2019-07-01 19:58:00,1
2019-07-01 19:59:00,1
2019-07-01 20:00:00,1
2019-07-01 20:01:00,1
2019-07-01 20:03:00,1
2019-07-01 20:04:00,1
2019-07-01 20:05:00,1
2019-07-01 20:06:00,1
2019-07-01 20:07:00,1
2019-07-01 20:08:00,1
2019-07-01 20:09:00,1
2019-07-01 20:11:00,1
2019-07-01 20:13:00,1
2019-07-01 20:14:00,1
2019-07-01 20:15:00,1
2019-07-01 20:16:00,1
2019-07-01 20:17:00,1
2019-07-01 20:19:00,1
2019-07-01 20:20:00,1
2019-07-01 20:22:00,1
2019-07-01 20:23:00,1
2019-07-01 20:25:00,1
2019-07-01 20:26:00,1
2019-07-01 20:27:00,1
2019-07-01 20:28:00,1
2019-07-01 20:29:00,1
2019-07-01 20:30:00,1
2019-07-01 20:31:00,1
2019-07-01 20:33:00,1
2019-07-01 20:34:00,1
2019-07-01 20:35:00,1
2019-07-01 20:36:00,1
2019-07-01 20:38:00,2
2019-07-01 20:40:00,1
2019-07-01 20:41:00,1
2019-07-01 20:43:00,1
2019-07-01 20:44:00,1
2019-07-01 20:45:00,1
2019-07-01 20:47:00,2
2019-07-01 20:49:00,2
2019-07-01 20:51:00,1
2019-07-01 20:52:00,1
2019-07-01 20:53:00,1
2019-07-01 20:54:00,1
2019-07-01 20:55:00,1
2019-07-01 20:56:00,1
2019-07-01 20:58:00,1
2019-07-01 20:59:00,1
2019-07-01 21:00:00,1
2019-07-01 21:02:00,1
2019-07-01 21:03:00,1
2019-07-01 21:04:00,1
2019-07-01 21:07:00,1
2019-07-01 21:08:00,1
2019-07-01 21:09:00,1
2019-07-01 21:11:00,1
2019-07-01 21:12:00,1
2019-07-01 21:13:00,1
2019-07-01 21:15:00,1
2019-07-01 21:16:00,1
2019-07-01 21:17:00,1
2019-07-01 21:18:00,1
2019-07-01 21:19:00,1
2019-07-01 21:20:00,1
2019-07-01 21:21:00,1
2019-07-01 21:22:00,1
2019-07-01 21:23:00,1
2019-07-01 21:24:00,1
2019-07-01 21:25:00,1
2019-07-01 21:28:00,1
2019-07-01 21:29:00,1
2019-07-01 21:30:00,1
2019-07-01 21:31:00,1
2019-07-01 21:33:00,1
2019-07-01 21:34:00,1
2019-07-01 21:35:00,1
2019-07-01 21:36:00,1
2019-07-01 21:38:00,1
2019-07-01 21:39:00,1
2019-07-01 21:40:00,1
2019-07-01 21:41:00,1
2019-07-01 21:42:00,1
2019-07-01 21:44:00,1
2019-07-01 21:45:00,1
2019-07-01 21:46:00,1
2019-07-01 21:48:00,1
2019-07-01 21:49:00,1
2019-07-01 21:50:00,1
2019-07-01 21:51:00,1
2019-07-02 00:49:00,1
2019-07-02 00:50:00,1
2019-07-02 00:51:00,1
2019-07-02 00:52:00,1
2019-07-02 00:53:00,1
2019-07-02 00:54:00,1
2019-07-02 00:57:00,1
2019-07-02 00:58:00,1
2019-07-02 00:59:00,1
2019-07-02 01:00:00,1
2019-07-02 01:02:00,1
2019-07-02 01:03:00,1
2019-07-02 01:05:00,1
2019-07-02 01:06:00,1
2019-07-02 01:07:00,1
2019-07-02 01:08:00,1
2019-07-02 01:09:00,1
2019-07-02 01:10:00,1
2019-07-02 01:12:00,1
2019-07-02 01:13:00,1
2019-07-02 01:14:00,1
2019-07-02 01:15:00,1
2019-07-02 01:16:00,1
2019-07-02 01:17:00,1
2019-07-02 01:18:00,1
2019-07-02 01:19:00,1
2019-07-02 01:21:00,1
2019-07-02 01:22:00,1
2019-07-02 01:23:00,1
2019-07-02 01:24:00,1
2019-07-02 01:25:00,1
2019-07-02 01:26:00,1
2019-07-02 01:28:00,1
2019-07-02 01:29:00,1
2019-07-02 01:30:00,1
2019-07-02 01:31:00,1
2019-07-02 01:32:00,1
2019-07-02 01:33:00,1
2019-07-02 01:34:00,1
2019-07-02 01:36:00,1
2019-07-02 01:37:00,1
2019-07-02 01:38:00,1
2019-07-02 01:39:00,1
2019-07-02 01:40:00,1
2019-07-02 01:41:00,1
2019-07-02 01:42:00,1
2019-07-02 01:44:00,1
2019-07-02 01:45:00,1
2019-07-02 01:46:00,1
2019-07-02 01:47:00,1
2019-07-02 01:49:00,1
2019-07-02 01:50:00,1
2019-07-02 01:51:00,1
2019-07-02 01:52:00,1
2019-07-02 01:53:00,1
2019-07-02 01:54:00,1
2019-07-02 01:55:00,1
2019-07-02 01:56:00,1
2019-07-02 01:58:00,1
2019-07-02 01:59:00,1
2019-07-02 02:01:00,1
2019-07-02 02:02:00,1
2019-07-02 02:03:00,1
2019-07-02 02:04:00,1
2019-07-02 02:05:00,1
2019-07-02 02:06:00,1
2019-07-02 02:07:00,1
2019-07-02 02:09:00,1
2019-07-02 02:10:00,1
2019-07-02 02:12:00,1
2019-07-02 02:13:00,1
2019-07-02 02:14:00,1
2019-07-02 02:15:00,1
2019-07-02 02:16:00,1
2019-07-02 02:17:00,1
2019-07-02 02:19:00,2
2019-07-02 02:20:00,1
2019-07-02 02:21:00,1
2019-07-02 05:47:00,1
2019-07-02 12:46:00,1
2019-07-02 14:30:00,1
2019-07-02 23:55:00,1
2019-07-03 22:43:00,1
2019-07-04 15:21:00,1
2019-07-04 16:06:00,1
2019-07-04 16:12:00,1
2019-07-04 16:14:00,2
2019-07-04 16:15:00,1
2019-07-04 16:16:00,1
2019-07-04 16:17:00,1
2019-07-04 16:18:00,1
2019-07-04 16:19:00,1
2019-07-04 16:20:00,1
2019-07-04 16:22:00,1
2019-07-04 16:23:00,1
2019-07-04 16:24:00,1
2019-07-04 16:25:00,1
2019-07-04 16:26:00,1
2019-07-04 16:27:00,2
2019-07-04 16:29:00,1
2019-07-04 16:30:00,1
2019-07-04 16:31:00,1
2019-07-04 16:32:00,1
2019-07-04 16:33:00,1
2019-07-04 16:35:00,1
2019-07-04 16:36:00,1
2019-07-04 16:37:00,1
2019-07-04 16:39:00,1
2019-07-04 16:40:00,1
2019-07-04 16:41:00,1
2019-07-04 16:42:00,1
2019-07-04 16:43:00,1
2019-07-04 16:44:00,1
2019-07-04 16:45:00,2
2019-07-04 16:46:00,1
2019-07-04 16:47:00,1
2019-07-04 16:48:00,1
2019-07-04 16:49:00,1
2019-07-04 16:50:00,1
2019-07-04 16:51:00,1
2019-07-04 16:52:00,1
2019-07-04 16:53:00,1
2019-07-04 16:54:00,1
2019-07-04 16:55:00,1
2019-07-04 16:56:00,1
2019-07-04 16:57:00,1
2019-07-04 16:58:00,1
2019-07-04 16:59:00,1
2019-07-04 17:00:00,1
2019-07-04 17:01:00,1
2019-07-04 17:02:00,1
2019-07-04 17:03:00,1
2019-07-04 17:04:00,1
2019-07-04 17:05:00,1
2019-07-04 17:06:00,1
2019-07-04 17:07:00,2
2019-07-04 17:08:00,1
2019-07-04 17:09:00,1
2019-07-04 17:10:00,1
2019-07-04 17:11:00,1
2019-07-04 17:12:00,1
2019-07-04 17:13:00,1
2019-07-04 17:14:00,1
2019-07-04 17:15:00,1
2019-07-04 17:16:00,1
2019-07-04 17:17:00,1
2019-07-04 17:18:00,1
2019-07-04 17:19:00,1
2019-07-04 17:20:00,1
2019-07-04 17:21:00,2
2019-07-04 17:22:00,1
2019-07-04 17:23:00,1
2019-07-04 17:24:00,1
2019-07-04 17:25:00,1
2019-07-04 17:27:00,2
2019-07-04 17:28:00,1
2019-07-04 17:29:00,1
2019-07-04 17:31:00,1
2019-07-04 17:32:00,1
2019-07-04 17:33:00,1
2019-07-04 17:34:00,1
2019-07-04 17:35:00,1
2019-07-04 17:36:00,1
2019-07-04 17:37:00,1
2019-07-04 17:38:00,1
2019-07-04 17:39:00,1
2019-07-04 17:40:00,1
2019-07-04 17:41:00,2
2019-07-04 17:42:00,1
2019-07-04 17:44:00,1
2019-07-04 17:45:00,1
2019-07-04 17:46:00,1
2019-07-04 17:47:00,1
2019-07-04 17:48:00,1
2019-07-04 17:49:00,1
2019-07-04 17:50:00,1
2019-07-04 17:51:00,1
2019-07-04 17:52:00,1
2019-07-04 17:53:00,1
2019-07-04 17:55:00,1
2019-07-04 17:56:00,1
2019-07-04 17:57:00,1
2019-07-04 17:58:00,1
2019-07-04 17:59:00,1
2019-07-04 18:00:00,1
2019-07-04 18:01:00,1
2019-07-04 18:02:00,2
2019-07-04 18:04:00,1
2019-07-04 18:05:00,1
2019-07-04 18:06:00,1
2019-07-04 18:07:00,1
2019-07-04 18:08:00,1
2019-07-04 18:09:00,1
2019-07-04 18:10:00,1
2019-07-04 18:11:00,1
2019-07-04 18:13:00,1
2019-07-04 18:14:00,1
2019-07-04 18:15:00,1
2019-07-04 18:16:00,1
2019-07-04 18:17:00,1
2019-07-04 18:18:00,1
2019-07-04 18:19:00,1
2019-07-04 18:20:00,1
2019-07-04 18:21:00,1
2019-07-04 18:22:00,1
2019-07-04 18:23:00,1
2019-07-04 18:24:00,1
2019-07-04 18:25:00,1
2019-07-04 18:26:00,1
2019-07-04 18:27:00,1
2019-07-04 18:28:00,1
2019-07-04 18:29:00,1
2019-07-04 18:31:00,1
2019-07-04 18:32:00,1
2019-07-04 18:33:00,1
2019-07-04 18:34:00,1
2019-07-04 18:35:00,1
2019-07-04 18:36:00,1
2019-07-04 18:37:00,1
2019-07-04 18:38:00,1
2019-07-04 18:39:00,2
2019-07-04 18:40:00,1
2019-07-04 18:41:00,1
2019-07-04 18:42:00,1
2019-07-04 18:43:00,1
2019-07-04 18:44:00,1
2019-07-04 18:45:00,1
2019-07-04 18:46:00,1
2019-07-04 18:47:00,1
2019-07-04 18:48:00,1
2019-07-04 18:49:00,1
2019-07-04 18:50:00,1
2019-07-04 18:51:00,1
2019-07-04 18:52:00,1
2019-07-04 18:53:00,2
2019-07-04 18:55:00,1
2019-07-04 18:56:00,1
2019-07-04 18:58:00,1
2019-07-04 18:59:00,1
2019-07-04 19:00:00,1
2019-07-04 19:01:00,2
2019-07-04 19:02:00,1
2019-07-04 19:03:00,1
2019-07-04 19:04:00,1
2019-07-04 19:05:00,1
2019-07-04 19:06:00,1
2019-07-04 19:08:00,1
2019-07-04 19:09:00,1
2019-07-04 19:10:00,1
2019-07-04 19:11:00,1
2019-07-04 19:12:00,1
2019-07-04 19:13:00,1
2019-07-04 19:14:00,2
2019-07-04 19:15:00,1
2019-07-04 19:16:00,1
2019-07-04 19:17:00,1
2019-07-04 19:18:00,1
2019-07-04 19:19:00,1
2019-07-04 19:20:00,1
2019-07-04 19:21:00,1
2019-07-04 19:22:00,1
2019-07-04 19:23:00,2
2019-07-04 19:24:00,1
2019-07-04 19:25:00,1
2019-07-04 19:27:00,1
2019-07-04 19:28:00,1
2019-07-04 19:29:00,1
2019-07-04 19:30:00,1
2019-07-04 19:31:00,1
2019-07-04 19:32:00,1
2019-07-04 19:33:00,1
2019-07-04 19:34:00,1
2019-07-04 19:36:00,1
2019-07-04 19:37:00,2
2019-07-04 19:38:00,1
2019-07-04 19:39:00,1
2019-07-04 19:40:00,1
2019-07-04 19:41:00,1
2019-07-04 19:42:00,1
2019-07-04 19:43:00,1
2019-07-04 19:44:00,1
2019-07-04 19:45:00,1
2019-07-04 19:46:00,2
2019-07-04 19:47:00,1
2019-07-04 19:48:00,1
2019-07-04 19:49:00,1
2019-07-04 19:50:00,1
2019-07-04 19:51:00,1
2019-07-04 19:52:00,1
2019-07-04 19:53:00,1
2019-07-04 19:54:00,1
2019-07-04 19:55:00,1
2019-07-04 19:56:00,1
2019-07-04 19:57:00,1
2019-07-04 19:58:00,1
2019-07-04 19:59:00,1
2019-07-04 20:00:00,1
2019-07-04 20:01:00,1
2019-07-04 20:02:00,1
2019-07-04 20:03:00,1
2019-07-04 20:04:00,1
2019-07-04 20:05:00,1
2019-07-04 20:06:00,2
2019-07-04 20:07:00,1
2019-07-04 20:08:00,1
2019-07-04 20:09:00,1
2019-07-04 20:10:00,1
2019-07-04 20:11:00,1
2019-07-04 20:12:00,1
2019-07-04 20:13:00,1
2019-07-04 20:14:00,1
2019-07-04 20:15:00,1
2019-07-04 20:16:00,1
2019-07-04 20:17:00,1
2019-07-04 20:18:00,1
2019-07-04 20:19:00,1
2019-07-04 20:20:00,1
2019-07-04 20:21:00,1
2019-07-04 20:22:00,1
2019-07-04 20:23:00,1
2019-07-04 20:24:00,1
2019-07-04 20:25:00,2
2019-07-04 20:26:00,1
2019-07-04 20:27:00,1
2019-07-04 20:28:00,1
2019-07-04 20:29:00,1
2019-07-04 20:31:00,1
2019-07-04 20:32:00,1
2019-07-04 20:33:00,1
2019-07-04 20:34:00,1
2019-07-04 20:35:00,1
2019-07-04 20:36:00,1
2019-07-04 20:37:00,1
2019-07-04 20:38:00,1
2019-07-04 20:39:00,2
2019-07-04 20:40:00,1
2019-07-04 20:42:00,1
2019-07-04 20:43:00,1
2019-07-04 20:44:00,1
2019-07-04 20:45:00,1
2019-07-04 20:46:00,1
2019-07-04 20:47:00,2
2019-07-04 20:48:00,1
2019-07-04 20:49:00,1
2019-07-04 20:50:00,1
2019-07-04 20:51:00,2
2019-07-04 20:52:00,1
2019-07-04 20:53:00,1
2019-07-04 20:54:00,1
2019-07-04 20:55:00,1
2019-07-04 20:56:00,1
2019-07-04 20:57:00,1
2019-07-04 20:58:00,1
2019-07-04 20:59:00,1
2019-07-04 21:00:00,1
2019-07-04 21:01:00,1
2019-07-04 21:02:00,1
2019-07-04 21:03:00,1
2019-07-04 21:04:00,1
2019-07-04 21:05:00,1
2019-07-04 21:06:00,2
2019-07-04 21:07:00,1
2019-07-04 21:09:00,1
2019-07-04 21:10:00,1
2019-07-04 21:11:00,1
2019-07-04 21:12:00,1
2019-07-04 21:13:00,1
2019-07-04 21:14:00,1
2019-07-04 21:15:00,2
2019-07-04 21:16:00,1
2019-07-04 21:17:00,1
2019-07-04 21:18:00,1
2019-07-04 21:19:00,1
2019-07-04 21:20:00,1
2019-07-04 21:21:00,1
2019-07-04 21:22:00,1
2019-07-04 21:23:00,1
2019-07-04 21:24:00,1
2019-07-04 21:25:00,1
2019-07-04 21:26:00,2
2019-07-04 21:27:00,1
2019-07-04 21:28:00,1
2019-07-04 21:29:00,1
2019-07-04 21:31:00,1
2019-07-04 21:32:00,1
2019-07-04 21:33:00,1
2019-07-04 21:35:00,1
2019-07-04 21:36:00,1
2019-07-04 21:37:00,1
2019-07-04 21:38:00,1
2019-07-04 21:39:00,1
2019-07-04 21:40:00,2
2019-07-04 21:42:00,2
2019-07-04 21:45:00,1
2019-07-04 21:46:00,1
2019-07-04 21:47:00,1
2019-07-04 21:48:00,1
2019-07-04 21:51:00,1
2019-07-04 21:52:00,1
2019-07-04 21:53:00,1
2019-07-04 21:54:00,1
2019-07-04 21:55:00,1
2019-07-04 21:56:00,1
2019-07-04 21:57:00,1
2019-07-04 21:58:00,1
2019-07-04 21:59:00,1
2019-07-04 22:00:00,1
2019-07-04 22:01:00,1
2019-07-04 22:02:00,1
2019-07-04 22:03:00,1
2019-07-04 22:04:00,2
2019-07-04 22:05:00,1
2019-07-04 22:06:00,1
2019-07-04 22:07:00,1
2019-07-04 22:08:00,1
2019-07-04 22:09:00,1
2019-07-04 22:10:00,1
2019-07-04 22:11:00,1
2019-07-04 22:12:00,1
2019-07-04 22:13:00,2
2019-07-04 22:14:00,1
2019-07-04 22:15:00,1
2019-07-04 22:17:00,1
2019-07-04 22:18:00,1
2019-07-04 22:21:00,1
2019-07-04 22:22:00,1
2019-07-04 22:23:00,2
2019-07-04 22:24:00,1
2019-07-04 22:25:00,1
2019-07-04 22:26:00,1
2019-07-04 22:27:00,1
2019-07-04 22:28:00,1
2019-07-04 22:29:00,1
2019-07-04 22:31:00,1
2019-07-04 22:32:00,1
2019-07-04 22:33:00,1
2019-07-04 22:34:00,1
2019-07-04 22:36:00,1
2019-07-04 22:38:00,2
2019-07-04 22:39:00,1
2019-07-04 22:40:00,1
2019-07-04 22:41:00,1
2019-07-04 22:42:00,1
2019-07-04 22:43:00,1
2019-07-04 22:44:00,1
2019-07-04 22:45:00,1
2019-07-04 22:46:00,1
2019-07-04 22:47:00,1
2019-07-04 22:48:00,1
2019-07-04 22:49:00,1
2019-07-04 22:50:00,1
2019-07-04 22:51:00,1
2019-07-04 22:52:00,1
2019-07-04 22:53:00,1
2019-07-04 22:54:00,1
2019-07-04 22:55:00,1
2019-07-04 22:56:00,2
2019-07-04 22:57:00,1
2019-07-04 22:58:00,1
2019-07-04 22:59:00,1
2019-07-04 23:00:00,1
2019-07-04 23:01:00,1
2019-07-04 23:02:00,1
2019-07-04 23:03:00,1
2019-07-04 23:04:00,1
2019-07-04 23:05:00,1
2019-07-04 23:06:00,1
2019-07-04 23:07:00,2
2019-07-04 23:09:00,1
2019-07-04 23:10:00,1
2019-07-04 23:11:00,1
2019-07-04 23:12:00,1
2019-07-04 23:13:00,1
2019-07-04 23:14:00,1
2019-07-04 23:15:00,1
2019-07-04 23:16:00,2
2019-07-04 23:17:00,1
2019-07-04 23:18:00,1
2019-07-04 23:19:00,1
2019-07-04 23:20:00,1
2019-07-04 23:21:00,1
2019-07-04 23:22:00,1
2019-07-04 23:23:00,1
2019-07-04 23:24:00,1
2019-07-04 23:25:00,1
2019-07-04 23:26:00,1
2019-07-04 23:27:00,1
2019-07-04 23:28:00,1
2019-07-04 23:29:00,1
2019-07-04 23:31:00,1
2019-07-04 23:32:00,1
2019-07-04 23:33:00,1
2019-07-04 23:34:00,1
2019-07-04 23:35:00,1
2019-07-04 23:36:00,1
2019-07-04 23:37:00,1
2019-07-04 23:38:00,1
2019-07-04 23:39:00,1
2019-07-04 23:40:00,1
2019-07-04 23:41:00,1
2019-07-04 23:42:00,2
2019-07-04 23:43:00,1
2019-07-04 23:44:00,1
2019-07-04 23:45:00,1
2019-07-04 23:46:00,1
2019-07-04 23:47:00,1
2019-07-04 23:48:00,1
2019-07-04 23:49:00,1
2019-07-04 23:50:00,1
2019-07-04 23:53:00,1
2019-07-04 23:54:00,2
2019-07-04 23:55:00,1
2019-07-04 23:56:00,1
2019-07-04 23:57:00,1
2019-07-04 23:58:00,1
2019-07-04 23:59:00,1
2019-07-05 00:00:00,1
2019-07-05 00:01:00,1
2019-07-05 00:02:00,1
2019-07-05 00:03:00,1
2019-07-05 00:04:00,1
2019-07-05 00:05:00,2
2019-07-05 00:06:00,1
2019-07-05 00:07:00,1
2019-07-05 00:08:00,1
2019-07-05 00:10:00,1
2019-07-05 00:11:00,1
2019-07-05 00:12:00,1
2019-07-05 00:13:00,1
2019-07-05 00:14:00,1
2019-07-05 00:15:00,2
2019-07-05 00:16:00,1
2019-07-05 00:17:00,1
2019-07-05 00:18:00,1
2019-07-05 00:19:00,1
2019-07-05 00:20:00,1
2019-07-05 00:21:00,1
2019-07-05 00:22:00,1
2019-07-05 00:23:00,1
2019-07-05 00:24:00,2
2019-07-05 00:26:00,2
2019-07-05 00:27:00,1
2019-07-05 00:28:00,1
2019-07-05 00:29:00,1
2019-07-05 00:31:00,1
2019-07-05 00:32:00,1
2019-07-05 00:33:00,1
2019-07-05 00:34:00,1
2019-07-05 00:35:00,1
2019-07-05 00:36:00,1
2019-07-05 00:37:00,1
2019-07-05 00:38:00,1
2019-07-05 00:39:00,2
2019-07-05 00:41:00,1
2019-07-05 00:42:00,1
2019-07-05 00:43:00,1
2019-07-05 00:44:00,1
2019-07-05 09:48:00,1
2019-07-05 09:50:00,1
2019-07-05 09:51:00,1
2019-07-05 09:53:00,1
2019-07-05 09:54:00,2
2019-07-05 09:56:00,1
2019-07-05 09:57:00,1
2019-07-05 09:58:00,1
2019-07-05 10:01:00,3
2019-07-05 10:02:00,2
2019-07-05 10:06:00,3
2019-07-05 10:11:00,1
2019-07-05 10:12:00,1
2019-07-05 10:13:00,1
2019-07-05 10:14:00,2
2019-07-05 10:16:00,2
2019-07-05 10:18:00,2
2019-07-05 10:19:00,3
2019-07-05 10:20:00,3
2019-07-05 10:27:00,3
2019-07-05 10:28:00,2
2019-07-05 10:29:00,2
2019-07-05 10:30:00,1
2019-07-05 10:32:00,1
2019-07-05 10:33:00,2
2019-07-05 10:34:00,1
2019-07-05 10:35:00,2
2019-07-05 10:36:00,1
2019-07-05 10:37:00,1
2019-07-05 10:38:00,2
2019-07-05 10:39:00,1
2019-07-05 10:42:00,1
2019-07-05 10:43:00,1
2019-07-05 10:45:00,1
2019-07-05 10:46:00,1
2019-07-05 10:47:00,3
2019-07-05 10:48:00,2
2019-07-05 10:49:00,1
2019-07-05 10:50:00,2
2019-07-05 10:51:00,1
2019-07-05 10:52:00,1
2019-07-05 10:55:00,2
2019-07-05 10:58:00,2
2019-07-05 11:00:00,1
2019-07-05 11:01:00,2
2019-07-05 11:03:00,2
2019-07-05 11:05:00,2
2019-07-05 11:06:00,1
2019-07-05 11:07:00,1
2019-07-05 11:08:00,1
2019-07-05 11:10:00,2
2019-07-05 11:12:00,3
2019-07-05 11:14:00,3
2019-07-05 11:15:00,1
2019-07-05 11:17:00,2
2019-07-05 11:18:00,2
2019-07-05 11:23:00,1
2019-07-05 11:25:00,1
2019-07-05 11:26:00,1
2019-07-05 11:27:00,3
2019-07-05 11:28:00,2
2019-07-05 11:29:00,2
2019-07-05 11:30:00,1
2019-07-05 11:31:00,2
2019-07-05 11:32:00,1
2019-07-05 11:33:00,1
2019-07-05 11:34:00,3
2019-07-05 11:35:00,3
2019-07-05 11:39:00,3
2019-07-05 11:41:00,2
2019-07-05 11:42:00,1
2019-07-05 11:43:00,2
2019-07-05 11:44:00,2
2019-07-05 11:45:00,2
2019-07-05 11:46:00,2
2019-07-05 11:47:00,1
2019-07-05 11:48:00,2
2019-07-05 11:49:00,1
2019-07-05 11:52:00,1
2019-07-05 11:53:00,2
2019-07-05 11:54:00,1
2019-07-05 11:55:00,3
2019-07-05 11:56:00,3
2019-07-05 12:00:00,3
2019-07-05 12:04:00,2
2019-07-05 12:06:00,2
2019-07-05 12:08:00,2
2019-07-05 12:09:00,1
2019-07-05 12:11:00,1
2019-07-05 12:12:00,1
2019-07-05 12:13:00,1
2019-07-05 12:15:00,2
2019-07-05 12:16:00,2
2019-07-05 12:17:00,2
2019-07-05 12:18:00,2
2019-07-05 12:19:00,1
2019-07-05 12:20:00,3
2019-07-05 12:22:00,1
2019-07-05 12:25:00,1
2019-07-05 12:26:00,1
