878,"SELECT TOP # passive.fiberid as fiberID, passive.ra, passive.dec, passive.z as z_noqso, passive.zerr as z_noqso_err, passive.logmass as passive_logmass, starforming.logmass as starforming_logmass, pca.mstellar_median as pca_logmass FROM stellarMassPassivePort AS passive JOIN stellarMassStarformingPort AS starforming ON passive.specobjid = starforming.specobjid JOIN stellarMassPCAWisc AS pca ON passive.specobjid = pca.specobjid WHERE passive.plate = # AND passive.mjd = # AND pca.warning = #"
2019-02-13 14:38:00,1
2019-02-14 12:11:00,1
2019-02-14 14:40:00,1
2019-02-14 18:51:00,1
2019-02-16 05:18:00,1
2019-02-16 20:32:00,1
2019-02-17 05:54:00,1
2019-02-18 03:06:00,1
2019-02-18 22:43:00,1
2019-02-19 00:13:00,1
2019-02-19 07:53:00,1
2019-02-19 20:02:00,1
2019-02-20 03:27:00,1
2019-02-21 01:47:00,1
2019-02-21 05:54:00,1
2019-02-21 18:10:00,1
2019-02-21 20:24:00,1
2019-02-23 01:50:00,1
2019-02-23 17:24:00,1
2019-02-24 05:00:00,1
2019-02-24 07:59:00,1
2019-02-24 11:52:00,1
2019-02-25 07:06:00,1
2019-02-26 00:27:00,1
2019-02-26 02:56:00,1
2019-02-27 17:20:00,1
2019-02-27 19:50:00,1
2019-02-27 22:29:00,1
2019-02-28 03:34:00,1
2019-02-28 07:03:00,1
2019-02-28 08:58:00,1
2019-02-28 14:22:00,1
2019-03-01 10:23:00,1
2019-03-01 12:58:00,1
2019-03-01 22:08:00,1
2019-03-01 22:33:00,1
2019-03-01 23:52:00,1
2019-03-02 02:08:00,1
2019-03-02 22:38:00,1
2019-03-03 05:03:00,1
2019-03-04 02:07:00,1
2019-03-04 06:29:00,1
2019-03-04 18:05:00,1
2019-03-05 01:47:00,1
2019-03-05 01:48:00,1
2019-03-05 06:31:00,1
2019-03-05 07:04:00,1
2019-03-05 07:32:00,1
2019-03-05 08:15:00,1
2019-03-05 08:53:00,1
2019-03-05 23:49:00,1
2019-03-06 16:30:00,1
2019-03-06 18:29:00,1
2019-03-06 21:01:00,1
2019-03-07 09:16:00,1
2019-03-07 10:08:00,1
2019-03-07 14:08:00,1
2019-03-07 15:56:00,1
2019-03-08 22:00:00,1
2019-03-09 00:54:00,1
2019-03-09 12:13:00,1
2019-03-09 19:22:00,1
2019-03-10 02:44:00,1
2019-03-10 18:12:00,1
2019-03-11 00:11:00,1
2019-03-11 03:11:00,1
2019-03-11 06:34:00,1
2019-03-11 11:15:00,1
2019-03-11 17:10:00,1
2019-03-12 17:07:00,1
2019-03-12 17:21:00,1
2019-03-13 02:25:00,1
2019-03-13 07:50:00,1
2019-03-13 14:42:00,1
2019-03-13 19:18:00,1
2019-03-13 20:37:00,1
2019-03-14 06:38:00,1
2019-03-14 06:57:00,1
2019-03-14 14:31:00,1
2019-03-15 01:34:00,1
2019-03-15 02:52:00,1
2019-03-15 19:29:00,1
2019-03-18 14:05:00,1
2019-03-19 01:38:00,2
2019-03-19 01:39:00,1
2019-03-19 10:02:00,1
2019-03-19 16:44:00,1
2019-03-19 16:46:00,7
2019-03-20 03:25:00,1
2019-03-20 05:37:00,1
2019-03-20 15:23:00,1
2019-03-21 08:15:00,1
2019-03-21 10:24:00,1
2019-03-23 22:02:00,1
2019-03-25 02:24:00,1
2019-03-25 03:08:00,1
2019-03-25 10:24:00,1
2019-03-25 12:33:00,1
2019-03-25 13:30:00,1
2019-03-26 04:02:00,1
2019-03-26 11:11:00,1
2019-03-26 11:32:00,1
2019-03-26 15:20:00,1
2019-03-26 19:54:00,1
2019-03-26 20:29:00,1
2019-03-26 20:57:00,1
2019-03-26 21:07:00,1
2019-03-27 17:12:00,1
2019-03-27 19:45:00,1
2019-03-27 21:05:00,1
2019-03-28 16:15:00,1
2019-03-28 18:43:00,1
2019-03-28 19:58:00,1
2019-03-28 23:20:00,1
2019-03-29 05:10:00,1
2019-03-30 10:00:00,1
2019-03-31 17:59:00,1
2019-03-31 18:51:00,1
2019-03-31 21:18:00,1
2019-04-01 06:23:00,1
2019-04-01 18:25:00,1
2019-04-01 20:14:00,1
2019-04-01 22:18:00,1
2019-04-02 12:21:00,1
2019-04-02 13:44:00,1
2019-04-04 13:43:00,1
2019-04-05 01:52:00,1
2019-04-05 18:54:00,1
2019-04-06 00:22:00,1
2019-04-07 03:51:00,1
2019-04-07 15:03:00,1
2019-04-07 19:08:00,1
2019-04-08 05:17:00,1
2019-04-08 15:36:00,1
2019-04-08 18:49:00,1
2019-04-08 20:28:00,1
2019-04-09 03:10:00,1
2019-04-09 12:27:00,1
2019-04-09 20:01:00,1
2019-04-09 21:16:00,1
2019-04-09 21:21:00,1
2019-04-09 21:23:00,1
2019-04-10 00:37:00,1
2019-04-10 15:32:00,2
2019-04-12 09:48:00,1
2019-04-13 04:59:00,1
2019-04-13 21:38:00,1
2019-04-14 13:04:00,1
2019-04-15 04:34:00,1
2019-04-15 19:14:00,1
2019-04-16 03:01:00,1
2019-04-16 18:44:00,1
2019-04-17 06:56:00,1
2019-04-18 05:47:00,1
2019-04-18 10:10:00,2
2019-04-18 11:20:00,1
2019-04-18 16:29:00,1
2019-04-18 21:56:00,1
2019-04-18 23:44:00,1
2019-04-19 01:40:00,1
2019-04-19 10:01:00,1
2019-04-19 19:07:00,1
2019-04-19 22:40:00,1
2019-04-20 00:17:00,1
2019-04-21 09:10:00,1
2019-04-21 09:22:00,1
2019-04-22 11:59:00,1
2019-04-22 19:55:00,1
2019-04-22 23:37:00,1
2019-04-23 04:54:00,1
2019-04-24 02:12:00,1
2019-04-27 03:30:00,1
2019-04-27 09:01:00,1
2019-04-28 03:52:00,1
2019-04-28 10:19:00,1
2019-04-28 11:21:00,1
2019-04-29 05:09:00,1
2019-04-29 22:15:00,1
2019-04-29 22:16:00,1
2019-04-30 05:36:00,1
2019-04-30 11:48:00,1
2019-04-30 14:09:00,1
2019-04-30 17:04:00,1
2019-04-30 17:16:00,1
2019-05-01 09:57:00,1
2019-05-01 14:59:00,1
2019-05-02 11:12:00,1
2019-05-02 22:46:00,1
2019-05-03 04:42:00,1
2019-05-03 14:47:00,1
2019-05-03 17:27:00,1
2019-05-04 00:59:00,1
2019-05-06 08:52:00,1
2019-05-06 10:01:00,1
2019-05-06 17:15:00,1
2019-05-07 14:03:00,1
2019-05-08 17:07:00,1
2019-05-08 18:49:00,1
2019-05-10 16:24:00,1
2019-05-11 03:28:00,1
2019-05-11 06:11:00,1
2019-05-11 07:45:00,1
2019-05-11 21:52:00,1
2019-05-13 09:04:00,1
2019-05-13 10:06:00,1
2019-05-13 15:38:00,1
2019-05-14 00:57:00,1
2019-05-14 08:30:00,1
2019-05-14 22:09:00,1
2019-05-15 16:03:00,1
2019-05-15 21:14:00,1
2019-05-15 23:14:00,1
2019-05-15 23:57:00,1
2019-05-16 00:42:00,1
2019-05-16 07:36:00,1
2019-05-17 05:00:00,1
2019-05-17 05:10:00,1
2019-05-18 11:38:00,2
2019-05-18 12:14:00,1
2019-05-18 20:34:00,1
2019-05-18 21:23:00,1
2019-05-18 22:01:00,1
2019-05-19 11:18:00,1
2019-05-19 12:37:00,1
2019-05-19 13:00:00,1
2019-05-20 19:35:00,1
2019-05-21 05:32:00,1
2019-05-21 06:55:00,1
2019-05-21 12:26:00,1
2019-05-21 19:19:00,1
2019-05-22 08:57:00,1
2019-05-23 04:25:00,1
2019-05-23 09:03:00,1
2019-05-23 10:00:00,1
2019-05-23 13:33:00,1
2019-05-23 16:54:00,2
2019-05-23 17:13:00,1
2019-05-23 23:41:00,1
2019-05-24 02:14:00,1
2019-05-24 08:56:00,1
2019-05-24 13:31:00,1
2019-05-24 20:05:00,1
2019-05-24 21:21:00,1
2019-05-24 22:19:00,1
2019-05-24 23:39:00,1
2019-05-25 00:01:00,1
2019-05-25 07:31:00,1
2019-05-27 03:47:00,1
2019-05-27 12:41:00,1
2019-05-29 03:03:00,1
2019-05-29 04:48:00,1
2019-05-29 13:04:00,1
2019-05-29 15:36:00,1
2019-05-30 04:16:00,1
2019-05-30 15:20:00,1
2019-05-30 21:48:00,1
2019-05-30 23:28:00,1
2019-05-31 03:31:00,1
2019-05-31 17:58:00,1
2019-06-01 21:39:00,1
2019-06-02 06:21:00,1
2019-06-03 03:27:00,1
2019-06-03 15:27:00,1
2019-06-04 14:46:00,1
2019-06-05 18:40:00,1
2019-06-06 03:27:00,1
2019-06-07 14:27:00,1
2019-06-07 15:21:00,1
2019-06-10 21:05:00,1
2019-06-10 21:21:00,1
2019-06-11 00:57:00,1
2019-06-11 01:58:00,1
2019-06-11 17:25:00,1
2019-06-12 08:21:00,1
2019-06-13 06:33:00,1
2019-06-13 06:43:00,1
2019-06-13 11:37:00,1
2019-06-13 23:47:00,1
2019-06-14 08:23:00,1
2019-06-14 08:35:00,1
2019-06-14 08:42:00,1
2019-06-15 00:01:00,1
2019-06-15 09:26:00,1
2019-06-15 14:39:00,1
2019-06-16 08:06:00,1
2019-06-16 17:55:00,1
2019-06-17 09:52:00,1
2019-06-17 11:08:00,1
2019-06-18 11:50:00,1
2019-06-18 13:12:00,1
2019-06-18 14:46:00,1
2019-06-19 00:30:00,1
2019-06-19 21:38:00,1
2019-06-20 00:10:00,1
2019-06-20 03:54:00,1
2019-06-20 04:59:00,1
2019-06-21 00:42:00,1
2019-06-21 00:52:00,1
2019-06-21 05:04:00,1
2019-06-21 07:00:00,1
2019-06-22 05:47:00,1
2019-06-22 13:21:00,1
2019-06-22 14:39:00,1
2019-06-22 16:50:00,1
2019-06-23 18:02:00,1
2019-06-23 22:32:00,1
2019-06-23 23:12:00,1
2019-06-24 12:50:00,1
2019-06-24 20:18:00,1
2019-06-25 12:33:00,1
2019-06-25 14:23:00,1
2019-06-26 00:06:00,1
2019-06-26 00:46:00,1
2019-06-26 10:18:00,1
2019-06-27 02:57:00,1
2019-06-27 03:06:00,1
2019-06-27 03:12:00,2
2019-06-27 03:13:00,1
2019-06-27 10:41:00,1
2019-06-27 20:26:00,1
2019-06-27 20:31:00,1
2019-06-28 08:30:00,1
2019-06-28 13:12:00,1
2019-06-29 05:35:00,1
2019-06-29 13:42:00,1
2019-06-29 16:46:00,1
2019-06-30 14:07:00,1
2019-07-01 09:22:00,1
2019-07-01 10:20:00,1
2019-07-01 21:26:00,1
2019-07-02 01:30:00,1
2019-07-02 15:17:00,1
2019-07-02 16:03:00,1
2019-07-02 19:02:00,1
2019-07-02 19:44:00,1
2019-07-03 10:16:00,1
2019-07-03 14:22:00,1
2019-07-05 14:21:00,1
2019-07-05 21:54:00,1
2019-07-06 02:34:00,1
2019-07-07 02:04:00,1
2019-07-07 06:59:00,1
2019-07-07 10:33:00,1
2019-07-07 22:03:00,1
2019-07-08 05:49:00,1
2019-07-08 17:55:00,1
2019-07-09 04:25:00,1
2019-07-10 12:53:00,1
2019-07-11 07:59:00,1
2019-07-12 03:33:00,1
2019-07-12 11:02:00,1
2019-07-12 19:14:00,1
2019-07-13 05:04:00,1
2019-07-13 18:36:00,1
2019-07-14 02:25:00,1
2019-07-14 08:16:00,1
2019-07-14 09:56:00,1
2019-07-14 19:50:00,1
2019-07-15 19:06:00,1
2019-07-18 04:09:00,1
2019-07-18 09:32:00,1
2019-07-18 12:05:00,1
2019-07-19 00:38:00,1
2019-07-19 17:54:00,1
2019-07-20 00:21:00,1
2019-07-20 00:37:00,1
2019-07-20 03:04:00,1
2019-07-20 04:46:00,1
2019-07-20 05:20:00,1
2019-07-20 05:30:00,1
2019-07-20 19:32:00,1
2019-07-21 06:54:00,1
2019-07-21 10:01:00,1
2019-07-22 01:59:00,1
2019-07-22 05:30:00,1
2019-07-22 17:34:00,1
2019-07-23 15:42:00,1
2019-07-24 02:09:00,1
2019-07-24 08:12:00,1
2019-07-24 17:43:00,1
2019-07-25 05:12:00,1
2019-07-25 21:44:00,1
2019-07-25 22:07:00,1
2019-07-25 23:06:00,1
2019-07-26 06:00:00,1
2019-07-26 22:44:00,1
2019-07-27 08:17:00,1
2019-07-28 08:46:00,1
2019-07-28 22:11:00,1
2019-07-28 22:28:00,1
2019-07-30 04:15:00,1
2019-07-31 01:45:00,1
2019-08-04 21:48:00,1
2019-08-04 23:31:00,1
2019-08-05 04:28:00,1
2019-08-05 04:40:00,1
2019-08-05 15:20:00,1
2019-08-05 18:54:00,1
2019-08-06 02:37:00,1
2019-08-08 20:53:00,1
2019-08-09 14:59:00,1
2019-08-09 17:57:00,1
2019-08-11 01:16:00,1
2019-08-12 17:10:00,1
2019-08-12 20:43:00,1
2019-08-13 17:06:00,1
2019-08-13 19:15:00,1
2019-08-14 09:14:00,1
2019-08-14 22:47:00,1
2019-08-15 03:51:00,1
2019-08-15 22:53:00,1
2019-08-16 07:06:00,1
2019-08-16 15:17:00,1
2019-08-16 23:38:00,1
2019-08-17 09:14:00,1
2019-08-17 16:19:00,1
2019-08-18 09:56:00,1
2019-08-18 20:54:00,1
2019-08-19 11:36:00,1
2019-08-19 18:53:00,1
2019-08-20 23:05:00,1
2019-08-21 04:44:00,1
2019-08-22 07:39:00,1
2019-08-22 10:08:00,1
2019-08-22 20:44:00,1
2019-08-23 01:42:00,1
2019-08-23 07:59:00,1
2019-08-23 14:30:00,1
2019-08-24 00:11:00,1
2019-08-24 09:14:00,1
2019-08-25 00:41:00,1
2019-08-25 05:07:00,1
2019-08-26 12:37:00,1
2019-08-27 15:24:00,1
2019-08-27 23:00:00,1
2019-08-28 00:23:00,1
2019-08-30 05:29:00,1
2019-08-30 11:13:00,1
2019-08-30 14:02:00,1
2019-08-30 16:32:00,1
2019-08-31 08:41:00,1
2019-08-31 18:48:00,1
2019-08-31 21:01:00,1
2019-09-01 04:18:00,1
2019-09-01 08:39:00,1
2019-09-01 11:28:00,1
2019-09-01 17:12:00,1
2019-09-02 12:14:00,1
2019-09-02 18:22:00,1
2019-09-03 19:36:00,1
2019-09-03 23:18:00,1
2019-09-04 01:10:00,1
2019-09-04 08:47:00,1
2019-09-05 16:28:00,1
2019-09-05 20:52:00,1
2019-09-05 22:34:00,1
2019-09-05 23:13:00,1
2019-09-06 11:33:00,1
2019-09-06 17:05:00,1
2019-09-06 20:24:00,1
2019-09-06 21:58:00,1
2019-09-07 08:58:00,1
2019-09-07 10:36:00,1
2019-09-07 17:42:00,1
2019-09-08 03:18:00,1
2019-09-08 08:52:00,1
2019-09-08 11:48:00,1
2019-09-08 17:33:00,1
2019-09-09 06:35:00,1
2019-09-09 14:28:00,1
2019-09-09 23:08:00,1
2019-09-10 00:27:00,1
2019-09-10 08:28:00,1
2019-09-11 15:44:00,1
2019-09-11 19:04:00,1
2019-09-11 23:09:00,1
2019-09-12 07:42:00,1
2019-09-12 09:13:00,1
2019-09-13 00:34:00,1
2019-09-13 05:09:00,1
2019-09-14 17:55:00,1
2019-09-14 22:20:00,1
2019-09-14 23:59:00,1
2019-09-15 06:25:00,1
2019-09-15 07:00:00,1
2019-09-15 08:03:00,1
2019-09-16 01:57:00,1
2019-09-17 03:13:00,1
2019-09-17 12:34:00,1
2019-09-17 14:41:00,1
2019-09-17 17:22:00,1
2019-09-18 09:10:00,1
2019-09-18 12:14:00,2
2019-09-18 12:25:00,1
2019-09-18 14:18:00,1
2019-09-18 17:56:00,1
2019-09-18 18:17:00,2
2019-09-18 19:26:00,1
2019-09-18 23:50:00,1
2019-09-19 02:47:00,1
2019-09-19 07:16:00,1
2019-09-19 17:41:00,1
2019-09-19 18:34:00,1
2019-09-20 00:55:00,1
2019-09-20 04:01:00,1
2019-09-20 04:57:00,1
2019-09-20 06:22:00,1
2019-09-20 10:52:00,1
2019-09-21 13:21:00,1
2019-09-22 10:22:00,1
2019-09-22 14:18:00,1
2019-09-23 06:01:00,1
2019-09-24 00:12:00,1
2019-09-25 05:47:00,1
2019-09-25 07:44:00,1
2019-09-25 10:40:00,1
2019-09-26 03:33:00,1
2019-09-26 05:11:00,1
2019-09-26 06:18:00,1
2019-09-26 12:00:00,1
2019-09-27 16:14:00,1
2019-09-27 17:48:00,1
2019-09-27 23:57:00,1
2019-09-28 03:04:00,1
2019-09-28 04:49:00,1
2019-09-28 05:37:00,1
2019-09-28 12:49:00,1
2019-09-28 23:21:00,1
2019-09-29 06:32:00,1
2019-09-29 07:47:00,1
2019-09-29 08:51:00,1
2019-09-29 10:47:00,1
2019-09-29 19:13:00,1
2019-09-29 20:50:00,1
2019-09-29 22:32:00,1
2019-09-29 23:41:00,1
2019-09-30 01:47:00,1
2019-09-30 07:53:00,1
2019-10-01 06:45:00,1
2019-10-02 07:20:00,1
2019-10-02 09:53:00,1
2019-10-03 04:51:00,1
2019-10-03 15:17:00,1
2019-10-03 16:51:00,1
2019-10-03 20:18:00,1
2019-10-03 21:42:00,1
2019-10-04 13:42:00,1
2019-10-05 07:03:00,1
2019-10-07 07:23:00,1
2019-10-08 03:45:00,1
2019-10-08 19:50:00,1
2019-10-09 11:51:00,1
2019-10-09 17:24:00,1
2019-10-09 23:08:00,1
2019-10-10 07:16:00,1
2019-10-10 14:11:00,1
2019-10-10 14:14:00,1
2019-10-11 04:27:00,1
2019-10-11 08:11:00,1
2019-10-12 05:08:00,1
2019-10-13 13:01:00,1
2019-10-14 01:06:00,1
2019-10-14 03:18:00,1
2019-10-14 05:02:00,1
2019-10-15 16:28:00,1
2019-10-17 01:12:00,1
2019-10-17 13:08:00,1
2019-10-17 19:35:00,1
2019-10-18 10:29:00,1
2019-10-18 10:31:00,1
2019-10-18 16:02:00,1
2019-10-19 09:55:00,1
2019-10-19 09:57:00,1
2019-10-19 15:33:00,1
2019-10-19 17:36:00,1
2019-10-21 00:22:00,1
2019-10-21 02:37:00,1
2019-10-21 03:00:00,1
2019-10-21 11:03:00,1
2019-10-22 03:53:00,1
2019-10-22 06:19:00,1
2019-10-22 07:30:00,1
2019-10-22 10:07:00,1
2019-10-22 11:56:00,1
2019-10-22 18:06:00,1
2019-10-22 19:05:00,1
2019-10-22 20:02:00,1
2019-10-22 20:26:00,1
2019-10-22 21:01:00,1
2019-10-22 21:33:00,1
2019-10-23 00:05:00,1
2019-10-23 00:06:00,1
2019-10-23 14:54:00,1
2019-10-23 15:49:00,1
2019-10-23 21:39:00,1
2019-10-23 21:52:00,1
2019-10-24 09:46:00,1
2019-10-24 13:52:00,1
2019-10-24 15:22:00,1
2019-10-24 16:34:00,1
2019-10-24 17:25:00,1
2019-10-24 21:28:00,1
2019-10-24 21:38:00,1
2019-10-25 00:13:00,1
2019-10-25 00:36:00,1
2019-10-25 00:45:00,1
2019-10-26 05:56:00,1
2019-10-26 18:03:00,1
2019-10-26 19:35:00,1
2019-10-27 10:09:00,1
2019-10-29 16:20:00,1
2019-10-30 20:53:00,1
2019-10-30 23:45:00,1
2019-10-31 04:09:00,1
2019-11-01 05:29:00,1
2019-11-01 09:26:00,1
2019-11-02 00:19:00,1
2019-11-02 01:06:00,1
2019-11-02 07:07:00,1
2019-11-02 07:19:00,1
2019-11-02 10:48:00,1
2019-11-02 21:00:00,1
2019-11-04 14:00:00,1
2019-11-04 16:47:00,1
2019-11-05 05:54:00,1
2019-11-06 19:48:00,1
2019-11-08 19:18:00,1
2019-11-08 21:15:00,1
2019-11-09 10:14:00,1
2019-11-09 16:42:00,1
2019-11-10 03:31:00,1
2019-11-10 11:26:00,1
2019-11-12 19:05:00,1
2019-11-12 19:06:00,1
2019-11-12 19:07:00,1
2019-11-13 05:35:00,1
2019-11-13 05:47:00,1
2019-11-13 19:18:00,1
2019-11-14 01:15:00,1
2019-11-14 04:54:00,1
2019-11-14 04:57:00,1
2019-11-14 17:31:00,1
2019-11-14 19:37:00,1
2019-11-14 19:41:00,1
2019-11-14 19:57:00,1
2019-11-14 19:58:00,1
2019-11-14 20:36:00,1
2019-11-15 01:21:00,1
2019-11-15 02:55:00,1
2019-11-15 04:16:00,1
2019-11-15 21:14:00,1
2019-11-16 06:57:00,1
2019-11-16 07:14:00,1
2019-11-16 13:06:00,1
2019-11-16 18:01:00,1
2019-11-17 19:27:00,1
2019-11-18 23:43:00,1
2019-11-19 14:53:00,1
2019-11-19 18:16:00,1
2019-11-19 19:24:00,1
2019-11-20 04:47:00,1
2019-11-20 09:23:00,1
2019-11-20 12:33:00,1
2019-11-21 20:09:00,1
2019-11-22 08:57:00,1
2019-11-22 15:51:00,1
2019-11-22 16:57:00,1
2019-11-22 18:41:00,1
2019-11-23 00:32:00,1
2019-11-23 16:59:00,1
2019-11-24 18:24:00,1
2019-11-24 19:10:00,1
2019-11-27 02:47:00,1
2019-11-27 10:03:00,1
2019-11-27 12:52:00,1
2019-11-28 11:01:00,1
2019-11-29 02:46:00,1
2019-11-29 15:07:00,1
2019-11-30 02:49:00,1
2019-12-01 00:29:00,1
2019-12-01 08:40:00,1
2019-12-01 20:23:00,1
2019-12-03 01:09:00,1
2019-12-03 08:28:00,1
2019-12-03 08:42:00,1
2019-12-04 09:24:00,1
2019-12-04 11:15:00,1
2019-12-04 11:17:00,1
2019-12-05 00:17:00,1
2019-12-05 01:07:00,1
2019-12-05 01:51:00,1
2019-12-05 03:02:00,1
2019-12-05 05:12:00,1
2019-12-05 11:02:00,1
2019-12-05 11:03:00,1
2019-12-05 11:12:00,1
2019-12-05 15:37:00,1
2019-12-05 19:11:00,1
2019-12-05 21:03:00,1
2019-12-06 19:14:00,1
2019-12-06 23:08:00,1
2019-12-07 09:35:00,1
2019-12-07 11:54:00,1
2019-12-07 19:21:00,1
2019-12-07 20:47:00,1
2019-12-07 21:37:00,1
2019-12-08 03:51:00,1
2019-12-08 04:05:00,1
2019-12-08 05:51:00,1
2019-12-08 05:55:00,1
2019-12-08 06:15:00,1
2019-12-08 12:50:00,1
2019-12-08 15:00:00,1
2019-12-08 23:41:00,1
2019-12-09 02:04:00,1
2019-12-09 02:14:00,1
2019-12-09 04:01:00,1
2019-12-09 07:19:00,1
2019-12-09 08:48:00,1
2019-12-09 17:45:00,1
2019-12-09 17:46:00,1
2019-12-09 21:43:00,1
2019-12-10 13:25:00,1
2019-12-11 04:02:00,1
2019-12-11 12:21:00,1
2019-12-12 00:48:00,1
2019-12-12 02:30:00,1
2019-12-12 06:48:00,1
2019-12-12 15:06:00,1
2019-12-13 10:29:00,1
2019-12-13 12:30:00,1
2019-12-13 13:33:00,1
2019-12-13 13:50:00,1
2019-12-14 13:28:00,1
2019-12-14 19:51:00,1
2019-12-16 22:54:00,1
2019-12-18 01:02:00,1
2019-12-18 01:30:00,1
2019-12-18 10:57:00,1
2019-12-18 13:55:00,1
2019-12-19 16:56:00,1
2019-12-19 20:10:00,1
2019-12-20 09:10:00,1
2019-12-20 17:24:00,1
2019-12-22 06:49:00,2
2019-12-22 14:09:00,1
2019-12-22 15:21:00,1
2019-12-22 23:35:00,1
2019-12-23 08:55:00,1
2019-12-23 23:31:00,1
2019-12-24 01:08:00,2
2019-12-24 04:01:00,1
2019-12-25 02:16:00,1
2019-12-25 05:08:00,1
2019-12-25 05:49:00,1
2019-12-26 03:14:00,1
2019-12-26 15:02:00,1
2019-12-26 15:23:00,1
2019-12-26 16:27:00,1
2019-12-26 18:23:00,1
2019-12-26 19:59:00,1
2019-12-27 07:27:00,1
2019-12-27 13:17:00,1
2019-12-28 10:55:00,1
2019-12-28 12:22:00,1
2019-12-28 23:54:00,1
2019-12-29 06:58:00,1
2019-12-30 06:30:00,1
2019-12-30 07:01:00,1
2019-12-30 12:23:00,1
2019-12-30 22:22:00,1
2019-12-31 00:04:00,1
