2,"SELECT ObjID, ra, dec into mydb.MyTable2 from Galaxy as G WHERE ra> # and ra< # and dec> # and dec< # and G.lnlDev_r > G.lnlExp_r + # and G.lnlExp_r > # and (G.flags & (dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) )) > # and (G.flags & (dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) )) ! = dbo.fPhotoFlags (#) and (G.flags & (dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) )) = # and G.petroMag_i > # and (G.petroMag_r > # or G.petror5#_r > #) and (G.petroMag_r > # and G.g > # and G.r > # and G.i > #) and ( (G.petroMag_r - G.extinction_r) < # and (G.petroMag_r - G.extinction_r < (# + (#/#) * (G.g - G.r) + # * (G.r - G.i) - # * #) ) and ( (G.r - G.i - (G.g - G.r) /# - #) < #) and ( (G.r - G.i - (G.g - G.r) /# - #) > #) ) or ( (G.petroMag_r - G.extinction_r < #) and ( (G.r - G.i - (G.g - G.r) /# - #) > (# - #* (G.g - G.r) )) and ( (G.g - G.r) > (# + # * (G.r - G.i) )) )"
2019-08-09 03:27:00,1
2019-08-09 04:12:00,1
