33,select top # * from [Data]
2019-02-26 07:17:00,1
2019-03-27 13:16:00,1
2019-04-24 09:09:00,2
2019-04-24 12:32:00,8
2019-04-24 12:33:00,4
2019-04-24 12:34:00,1
2019-04-24 12:35:00,1
2019-11-18 12:26:00,11
2019-11-18 12:27:00,2
2019-11-18 12:28:00,1
2019-11-18 12:29:00,1
