6,"select n.colummn1 FROM dbo.fCosmoComovDist2ObjectsRADEC (#, #, #, #, #, #, DEFAULT, DEFAULT, DEFAULT, DEFAULT, DEFAULT) as n INTO MyDB.NearbyObjEq5"
2019-02-09 16:40:00,2
2019-02-09 16:41:00,2
2019-02-09 16:42:00,2
