24,"SELECT objID, ra, dec, u, g, r, i, z FROM PhotoObj WHERE ra BETWEEN # AND # AND dec BETWEEN # AND #"
2019-06-03 16:25:00,2
2019-06-03 16:35:00,1
2019-06-03 16:39:00,1
2019-06-03 16:55:00,1
2019-06-03 16:56:00,2
2019-06-03 16:57:00,1
2019-06-03 16:58:00,1
2019-06-03 17:01:00,2
2019-06-03 17:04:00,1
2019-06-03 17:05:00,1
2019-06-03 17:06:00,2
2019-06-03 17:09:00,3
2019-06-03 17:13:00,1
2019-06-03 17:33:00,1
2019-06-03 17:36:00,2
2019-06-03 17:37:00,1
2019-06-03 17:38:00,1
